number,value,ELITE_SIZE,POP_SIZE,P_CROSSOVER_MAX,P_CROSSOVER_MIN,crossover_type,k,mutation_rate,rosenbrock_mean,salomon_mean,whitley_mean
797,37.37794643865181,4,22,0.8163749938176308,0.26889069539696625,two_point,3,0.01448506811214648,43.57133637311395,0.2598733511379973,68.30262959170348
274,37.41718666775795,2,24,0.8078807236327679,0.24989982499582009,one_point,2,0.014622316811683684,56.84717553507062,0.2798733466166774,55.12451112158656
277,37.46122347582959,2,24,0.8397491939588386,0.2955507536544041,one_point,2,0.013736333682293767,43.074523202065464,0.3198733613713283,68.98927386405197
47,37.46798967891402,2,24,0.8063093449839833,0.1217953206094664,two_point,2,0.01153684151138028,49.4925472258528,0.27987334692012167,62.631548463969146
894,37.47504773681583,2,22,0.8183714343379686,0.26868404286734876,one_point,2,0.005175471073484999,70.42807774624904,0.29987334589854103,41.6971921182999
641,37.48109937056851,2,20,0.8110860712023081,0.13801121960177248,two_point,3,0.010769829389693439,48.15372585784216,0.3198733464293498,63.96969890743402
819,37.62189494571994,0,26,0.8261240940285711,0.2809342698737217,two_point,2,0.0036967138732057064,44.3622591062061,0.4198733459584843,68.08355238499523
1074,37.639755907244755,4,30,0.8083295401503495,0.27939939284466997,uniform,2,0.006990609726298199,47.01977814953179,0.3598733460697498,65.53961622613272
1116,37.726543500858874,2,20,0.8020001610114178,0.278432593914076,one_point,2,0.0186065073458201,36.99884074065427,0.23987516574502296,75.94091459617734
260,37.742167699460666,6,22,0.8272037441308401,0.24260975275003824,uniform,3,0.01747410354123392,18.12680316079258,0.2798733703064452,94.81982656728297
565,37.75478814367063,0,20,0.817310616987524,0.16967571590105762,two_point,2,0.011278638820352512,39.684899414097245,0.25987334597082523,73.31959167094382
292,37.773402135733186,4,24,0.8014303821704308,0.19410195141016506,two_point,4,0.027168789749961054,29.4657113704293,0.21987344420624028,83.634621592564
434,37.773518037188005,4,24,0.7980035259053853,0.13615220470944991,two_point,2,0.011768634314207969,56.6198654124787,0.25987335362533487,56.44081534545997
576,37.79298564645294,0,30,0.804096889293519,0.14806484385610247,two_point,3,0.008938632385547415,50.008634909474786,0.2998733481305899,63.070448681753454
710,37.83003857574132,4,22,0.9442531159347128,0.2594131634639348,one_point,2,0.012882146369160791,50.26780196095616,0.2798733478254465,62.94244041844236
403,37.854811783563555,4,30,0.7925169874777684,0.24425994585912464,two_point,5,0.014207793325228283,13.541383897495313,0.2998733464903106,99.72317810670503
1401,37.878997973359894,2,26,0.7887547897603754,0.2620615083502373,one_point,2,0.006366023023997904,48.70928737360952,0.3598733462254964,64.56783320024466
1023,37.88907998065247,4,30,0.804673717061381,0.2706784437756838,one_point,2,0.006386182300469494,43.39765460731507,0.3598733459749023,69.90971198866744
1170,37.88948748270207,2,26,0.7847376365278649,0.25955433075099027,one_point,4,0.0093684082424733,54.41613604033537,0.27987334692414173,58.972453060846725
1301,37.92316660318891,0,22,0.8173703167310337,0.1634724020774334,two_point,2,0.011460915785071964,48.590297721320965,0.27987334599334657,64.89932874225241
841,37.93477767694875,2,26,0.8214767402009889,0.27543595385824154,two_point,2,0.005526074440362292,55.880173261977276,0.33987334617475795,57.584286422694205
363,38.013627072414636,4,30,0.796408551902288,0.12304047810787316,two_point,3,0.014500715804006137,51.46303127013594,0.35987334620059985,62.21797660090736
761,38.05586729416449,0,20,0.8068866474518056,0.1988242944576032,two_point,3,0.004826195004444504,37.885400657254955,0.31987334781231685,75.9623278774262
1018,38.09932000488567,4,26,0.8246940239203272,0.2730217594330861,one_point,4,0.015148835224818004,39.70269791184863,0.2398733469565765,74.3553887558518
1261,38.135391261375965,4,30,0.8038946127609952,0.2612095873252673,one_point,4,0.015256150420950498,63.66340326951597,0.37987334682818635,50.36289716778373
343,38.18929867324831,0,30,0.8294318924911638,0.1352902011808048,two_point,3,0.012763233701837599,50.804156333638346,0.2798733464384617,63.48386633966811
1252,38.38295860848635,2,26,0.8038894083358197,0.2865851409608505,two_point,2,0.015339840078604772,45.16613802921296,0.3598733497214785,69.62286444652462
765,38.41110087655895,0,20,0.8390338322712376,0.11272237938349136,one_point,3,0.037416386975221316,14.523998975862503,0.39987371844786435,100.30942993536648
129,38.427744793485644,4,24,0.9032670095977419,0.16642091207472387,one_point,6,0.03521056505766851,34.95982224079174,0.35987618284360545,79.96353595682159
1166,38.46746091799394,6,26,0.7854982928991349,0.27222116851230826,one_point,4,0.010384384198775819,69.4985395935105,0.33987334610088765,45.56396981437044
409,38.46789931787881,4,30,0.8091033415527727,0.24566188435170652,one_point,3,0.013412003392002735,51.97751042539274,0.2798733465189013,63.14631418172479
1026,38.4818629131967,4,30,0.8027778202281823,0.27164940995881426,one_point,2,0.006104021887789046,55.802915689546694,0.25987334688717856,59.38279970315623
682,38.55181370083198,6,24,0.8246992049089104,0.14442044167334156,two_point,3,0.009178175234740665,39.59329130500079,0.3198733460631277,75.742276451432
468,38.57064655303668,2,26,0.8424431234419265,0.2676726776834194,two_point,2,0.006696446571715432,51.1255230506726,0.3198733459741452,64.2665432624633
586,38.574746759274085,4,30,0.8258027304667475,0.18924635443846338,two_point,3,0.013486363861229039,64.1006580757375,0.3198733464043927,51.30370885568037
500,38.59708485155117,4,30,0.832622837521168,0.20690185106968856,two_point,4,0.010644642782290735,68.57647809668674,0.319873345990359,46.89490311197642
558,38.64200619552796,0,20,0.8119008320660625,0.16828244429593325,two_point,2,0.012302275760488873,41.23128235775178,0.339873346165089,74.35486288266702
1244,38.65193842649583,2,26,0.820892909181968,0.25122081812053454,two_point,2,0.012205730695287659,49.53904389746857,0.33987334806272734,66.07689803395621
290,38.712790752141245,4,20,0.8020284270544108,0.1498005649023452,two_point,2,0.00700215001704301,48.13858464998927,0.3598733459640195,67.63991426047045
801,38.715812541210774,2,24,0.8126781708831863,0.22821539188336012,two_point,2,0.007707960458295619,63.72529748183249,0.29987334676815897,52.12226679503167
1242,38.74115740175503,2,28,0.8255864518328188,0.2511426634942069,two_point,2,0.012084899189100875,52.78692195506684,0.21987334776526435,63.216676902432994
787,38.7559852220167,4,30,0.8494973937414284,0.21185698216608181,two_point,3,0.02516697455229048,40.7264880173503,0.299873358833857,75.24159428986593
1163,38.760982433609726,6,26,0.8118819037404631,0.26414861774098736,one_point,2,0.010074920977387167,28.325574917870142,0.2998733461409548,87.65749903681808
1469,38.79513195192045,2,26,0.8012326433826055,0.25349750417504746,one_point,2,0.00920492895605293,62.462067024550684,0.23987335046532085,53.68345548074535
100,38.80777633134426,2,24,0.8143386452426772,0.20330928588107416,two_point,2,0.014351677111870157,50.662732456449405,0.37987334706115283,65.38072319052222
44,38.856115624003344,2,24,0.8036195572840817,0.23689459136059238,two_point,2,0.012176588501068402,49.98207817905695,0.2998734254597473,66.28639526749333
344,38.8813534224552,0,30,0.8081408831423316,0.13138941945281338,two_point,3,0.012334556536401179,77.7099732006233,0.339873346234448,38.59421372050785
893,38.91077006044443,2,22,0.8177429012069434,0.278476240699545,one_point,2,0.004918111080509479,57.57420095317282,0.3198733464996594,58.838235881660786
172,38.91421726479862,2,30,0.7981883221742534,0.18638153588942982,two_point,3,0.01337704678279114,57.206922788757666,0.25987334691984715,59.275855658718356
1198,38.961683238315544,2,26,0.7851069826326772,0.248465934068923,one_point,4,0.002979285141580226,34.91023744897063,0.4998733471013551,81.47493891887464
665,38.97560138984165,4,28,0.8002815814332979,0.14947462880610451,two_point,3,0.00636933581936023,46.93201023406368,0.31987334606593787,69.67492058939533
391,38.99196859897911,4,30,0.7864219815683267,0.253947809969442,two_point,3,0.013116653581855976,47.739898594632095,0.23987334599078847,68.99613385631446
1175,39.00688445094831,2,26,0.7811360046056576,0.2571948753307202,one_point,4,0.006069340655634777,48.90008572797825,0.43987334585620397,67.68069427901048
1091,39.11299896489914,2,20,0.8195201834762713,0.2668897046733365,one_point,2,0.014598289955848654,38.14206749673635,0.2398733513036632,78.9570560466574
1228,39.13626938548174,2,20,0.8250253246842175,0.2751359663484879,one_point,2,0.007857895542381064,61.950153276443814,0.3198733459685363,55.138781534032866
1240,39.20229961999765,2,26,0.8235470451058222,0.25121888490029565,two_point,2,0.010381399402816079,49.222444388980335,0.2998733466344522,68.08458112437816
899,39.21186927303271,2,22,0.8252782664283331,0.28072898099253085,one_point,2,0.0126625157777409,50.15959912325207,0.2998733465602801,67.17613534928577
64,39.30888292346025,2,26,0.7759615390528756,0.10185720686370428,one_point,5,0.02679418383854656,51.03693850747792,0.299873363362971,66.58983689953988
1407,39.32870961288375,2,26,0.7907415054153653,0.27465742547551925,one_point,2,0.013247646715633637,66.04193829734488,0.25987334720457167,51.68431719410179
223,39.358462925214916,0,24,0.8740629896436535,0.2278249260738289,two_point,6,0.01537873301990197,50.621177298862236,0.2998733466361342,67.15433813014637
374,39.50784685430076,4,26,0.8167689670076923,0.11733287717990686,two_point,3,0.006553293091594831,57.067853188934336,0.31987334628699127,61.135814027680944
1336,39.55608040504051,2,20,0.7965789165703732,0.2542425980155254,one_point,2,0.005303158722264657,67.3180209395068,0.29987334629422835,51.05034692932051
802,39.577804334869775,2,24,0.8609968922757157,0.27216522177921976,two_point,2,0.0078115125817259,49.16348251609175,0.2998733528161122,69.27005713570146
489,39.588141781595205,4,24,0.8047618357902188,0.2503070560330001,two_point,3,0.012905563636550288,75.4704796088827,0.2798733460252112,43.01407238987771
104,39.60362795680707,0,24,0.8707372955735362,0.2661354022598915,two_point,2,0.01947203253340463,40.48790809497133,0.3398733499571692,77.98310242549272
436,39.6119282027629,4,24,0.7997672816660715,0.141358588293757,uniform,2,0.011730304353649449,57.07240643366688,0.25987334705100806,61.50350482757081
430,39.64124941462549,4,24,0.8016839317534455,0.13668921518175267,two_point,3,0.010846449027597087,40.37363122998663,0.3198733462138613,78.23024366767598
1173,39.696216243273675,2,26,0.7749825567154294,0.25714304649712777,one_point,4,0.00863974252864404,57.04964976022757,0.3798733460871978,61.65912562350625
1102,39.719844251439646,2,20,0.77070538972414,0.2206410490668113,two_point,2,0.011082127738323008,56.509664619307685,0.2598733461122463,62.389994788899024
732,39.74233636930587,2,22,0.8292056565770057,0.134285059633653,two_point,2,0.007322515426859116,62.636749924149896,0.31987334598303946,56.27038583778466
1150,39.80563296644472,2,26,0.8065617362578827,0.26514287835995953,one_point,2,0.012869251356794637,58.805332200240585,0.31987334639273496,60.29169335270084
640,39.80913923976956,2,20,0.810620475083132,0.13136353846633464,two_point,3,0.011495697421740387,53.04800656147955,0.2598733458780785,66.11953781195105
181,39.83653191158242,2,22,0.8027394987679433,0.1699761841550675,one_point,4,0.010888956041474556,67.8750842535953,0.3198733459303332,51.31463813522163
63,39.85447473427319,2,26,0.8801057336559954,0.11426847216108145,one_point,5,0.030277646407481026,47.38379465254577,0.3198739081039217,71.85975564216989
551,39.89128012509553,0,30,0.7152422152255749,0.13935404829727394,two_point,2,0.017396037694690846,39.177588610933604,0.3398733807696132,80.15637838358336
989,40.02358679584727,4,26,0.8780041406721129,0.29626726848954893,one_point,2,0.010776626899050065,29.979855670599107,0.31987334598335015,89.77103137095935
547,40.032849291685366,6,30,0.8109764482587282,0.2851525437238556,uniform,2,0.017230836718948705,42.05568391194894,0.33987335063088786,77.70299061247627
859,40.04358472399146,6,28,0.816396222609066,0.2751547581769546,uniform,2,0.00956338517439908,55.718583538163934,0.23987334667728968,64.17229728713315
326,40.12787422123862,0,24,0.909520444103084,0.27843516659677237,two_point,3,0.0014536348315759952,43.10715829831141,0.7398733564358737,76.53659100896857
1387,40.12971724614397,2,28,0.7783727673670443,0.27241854464619475,one_point,2,0.016283114365782655,42.15415190451571,0.31987335027156283,77.91512648364463
788,40.29699559185747,4,30,0.8480469767882123,0.20788839978324763,two_point,3,0.023923562420714653,40.8450538912169,0.2998733503239503,79.74605953403155
1105,40.33530016508274,2,20,0.7737615803934973,0.20314930758243305,one_point,2,0.011574906994951808,47.74420164205109,0.3398733461036474,72.9218255070935
247,40.336868695903,0,28,0.8523714769645817,0.236923963697099,two_point,6,0.009500779965967408,71.0146357479492,0.3998733459989276,49.59609699376087
348,40.37036952554427,2,30,0.8081934956665756,0.12761183761848693,two_point,2,0.012786143126807545,28.644062844016293,0.3198733460882274,92.1471723865283
278,40.43504861524957,4,24,0.8379970193132718,0.24985784946847858,two_point,2,0.014139654842264687,54.754230924333925,0.29987335198142284,66.25104156943337
169,40.44228974678823,2,20,0.7992240173511189,0.27548658716607,one_point,3,0.013512906204379135,59.59845147385056,0.2798733460376138,61.44854442047652
1032,40.44748235768626,2,30,0.8161903205708305,0.28359019968035426,one_point,2,0.012657737224084253,66.70900177246584,0.2798733469986144,54.35357195359434
1120,40.49482675891049,2,20,0.7755279701956583,0.27798963001233007,one_point,2,0.015939323200100657,54.58452330477112,0.25987334655352506,66.64008362540683
402,40.49782628814517,4,30,0.7885607181980944,0.2464460720612637,two_point,5,0.014477866760912957,48.631616177183574,0.2798733472034144,72.58198934004852
639,40.555637024351476,2,20,0.7865051563436775,0.13127498163905432,two_point,3,0.011279197306909922,46.434854294857196,0.2998733474572962,74.93218343073994
28,40.57052878208017,6,20,0.8203274361731344,0.2940043727787217,one_point,6,0.017827078066870044,41.95862827436527,0.2798733460016596,79.47308472587356
1155,40.6585916261204,2,26,0.812318929090675,0.2651849643562566,one_point,2,0.020939941931078287,47.06332840309943,0.3198735842964214,74.59257289096533
603,40.74476768411345,4,30,0.8269449901219997,0.1443751441399663,two_point,4,0.005265371235878418,39.55435398783952,0.31987334659408906,82.36007571790675
341,40.75089840679639,0,30,0.8302897589901037,0.13279095794619913,two_point,3,0.012747366306588194,60.09784281251384,0.299873346519821,61.85497906135549
1194,40.80045225264021,2,26,0.7862791192140358,0.2890553483512059,one_point,4,0.006500825625832082,57.202011065164825,0.4398733467742296,64.75947234598158
804,40.82996862268115,2,24,0.8125143215083468,0.188182567920301,two_point,2,0.008156815043844919,60.82838990498989,0.2798733483514745,61.381642614702095
195,40.83194092671055,6,24,0.832796049264668,0.20636402262815096,two_point,2,0.006844925402489191,60.93149472032364,0.3198733459170798,61.24445471389093
264,40.83599858798312,2,24,0.8285396737172369,0.18777071250725313,one_point,2,0.02379447490261958,50.216328429509346,0.4198733709785283,71.8717939634615
347,40.83861201513004,0,30,0.8069735228113332,0.129373208065471,two_point,3,0.01014228028995454,65.7625194930477,0.31987334602464707,56.43344320631776
1449,41.085111126992935,2,26,0.8023828118326444,0.24963646216923413,one_point,2,0.004661151112876955,48.19485196439747,0.29987334612448113,74.76060807045687
589,41.16111339471753,4,30,0.8329074779705545,0.18892638537302225,two_point,5,0.039675601360890315,27.941338672731593,0.38444020908458054,95.15756130233642
362,41.20344907316792,4,30,0.7980768035759253,0.12244858532528992,two_point,3,0.010230829645094218,66.53869637743277,0.31987334602383555,56.75177749604713
236,41.208476088737044,0,28,0.7514872513470927,0.12604534849323673,two_point,6,0.012586526941143681,61.437692452913254,0.27987334598535807,61.90786246731252
1339,41.51584948542607,2,20,0.7953852573185568,0.25050583188365816,one_point,2,0.005008941573727629,57.17507291946534,0.33987334663156527,67.0326021901813
466,41.650466233343096,2,26,0.9141802322863173,0.15452438743672758,two_point,2,0.007402236014466653,76.17743392785503,0.3798733459031943,48.39409142627106
1095,41.65322005706215,2,20,0.8198702610693904,0.14464183474751682,one_point,2,0.011510785435105135,54.615936596078406,0.2198733465916111,70.12385022851643
1086,41.701827513222376,2,24,0.820873034697904,0.1448914472751649,one_point,2,0.014871964391962405,75.44732231745537,0.2998733482233035,49.35828687398846
1126,41.79106266423549,0,26,0.7547558433530066,0.2750761134878306,one_point,2,0.008467308075043634,58.83570857932877,0.261933585093295,66.27554582828441
411,41.7970817266777,4,30,0.9311339591266871,0.26358124765412716,one_point,3,0.012555035909721669,50.746212237457904,0.3398733459585349,74.30515959661666
1458,41.87239048979347,2,26,0.739776130777955,0.2442435147913875,one_point,2,0.003906289478898064,59.162524802974346,0.33987334774137035,66.11477331866467
212,41.88020778556771,2,24,0.8438346147496928,0.19143194264686983,two_point,2,0.015556611267799803,44.30661262720947,0.299873347927364,81.03413738156631
256,41.944128315684615,6,22,0.8822973449637636,0.23626326609445633,uniform,3,0.01805996990477795,53.3226604454282,0.319874625726947,72.1898498758987
1192,42.00615211561888,2,26,0.7873114813008207,0.2529175736614225,one_point,4,0.005801356970164516,71.69849161269802,0.37987334619369617,53.94009138796493
708,42.02769648500702,4,30,0.8144988021839482,0.2130515097961906,one_point,2,0.013093307690476036,65.04674856670965,0.25987335094896513,60.77646753736243
351,42.081386878068706,2,24,0.8109479286564926,0.12758917669967118,two_point,3,0.008596278667977148,55.726208583602386,0.33987334596589247,70.17807870463783
1104,42.082709742378604,2,20,0.765319608715637,0.1467846036096833,one_point,2,0.011438553089872263,61.81320321268557,0.29987336517727503,64.13505264927298
1437,42.09034971968526,2,20,0.78224931867174,0.26553857186295426,one_point,2,0.013808764794799075,67.196739598496,0.33987334623371745,58.73443621432607
202,42.103741724226445,6,24,0.8303709770787351,0.247632981188655,two_point,2,0.01860003662281638,53.037548480299904,0.3598733477297154,72.91380334464972
185,42.16872833012706,0,30,0.8042546204789889,0.1979748341590811,two_point,2,0.007131331613796591,73.32697925059168,0.2798733463009061,52.8993323934886
1470,42.185100055444735,2,26,0.8034098268401819,0.25271149534923015,one_point,2,0.00899253041700419,59.09631101343787,0.31987334922705946,67.13911580366928
1071,42.193778383721146,4,30,0.7978271097259995,0.284812799180122,uniform,4,0.006995817937929402,73.70254253433491,0.31987334588826843,52.55891927094027
636,42.20862642220548,2,20,0.7852076690978842,0.13737935987766184,two_point,3,0.010619771175386553,62.3939035258551,0.3198733461247343,63.9121023946366
455,42.24867094037919,0,26,0.8128718789276483,0.20172230780271225,uniform,3,0.008684227932714974,67.9959352134527,0.35987334636402846,58.39020426132085
358,42.32019982764354,4,26,0.8129854018831694,0.12743548856828668,two_point,3,0.01023278876217493,48.85944962649646,0.3198733459264168,77.78127651050774
1384,42.324907001699536,2,28,0.7746360402064685,0.2678174509955863,one_point,2,0.01656208492192116,62.84804030974387,0.2598733491146161,63.86680734624014
602,42.35549587280661,4,22,0.7953528671288643,0.14352972183787635,two_point,4,0.006629745110395066,62.406916047420694,0.41987334589016917,64.23969822510897
1395,42.413460114924256,2,26,0.7869461364949484,0.2691012113353438,one_point,2,0.012549519227913948,44.35612579071486,0.25987336062880034,82.62438119342912
39,42.417009353417555,2,24,0.8629968705181046,0.16781699406527079,two_point,3,0.04228924339300537,17.31558771233372,0.39192867686711674,109.54351167105183
113,42.45770624785026,2,24,0.8406294363254276,0.13324003219942476,two_point,2,0.019360585369909693,43.429718090305485,0.32063810070720644,83.62276255253808
1216,42.5908948002115,6,20,0.8155322138938585,0.2784852450813995,one_point,2,0.008418506984056138,57.354272220157235,0.2998733462551032,70.11853883422216
1157,42.60775244000593,2,26,0.8072128824202481,0.2655540545898793,one_point,2,0.010457975445556721,56.366303879388056,0.31987334645321186,71.13708009417654
1212,42.6278173952604,6,26,0.8145603885447653,0.26922771687907504,uniform,2,0.008431631074860139,47.70141006515103,0.2998733470984284,79.88216877353175
1250,42.660902220254165,2,26,0.8049036828006192,0.2604015171759713,two_point,2,0.012287082454859469,51.51929400320245,0.23987334599541396,76.22353931156464
877,42.664151272053125,2,26,0.8322008522447804,0.26358123261640715,one_point,2,0.004615291805812045,51.8608670252316,0.3598733458926938,75.77171344503508
1427,42.79140646480096,2,26,0.7979907290533479,0.25379168301315685,one_point,2,0.014688794475870478,49.162503470511936,0.23987335368587,78.97184257020507
1225,42.9134171505319,2,20,0.7995532807626891,0.2799456667347751,one_point,2,0.00901295946506129,72.48384322984543,0.31987334627104197,55.93653487547922
446,42.91664477088651,2,20,0.8456823580967147,0.2765604522947753,two_point,3,0.0045357377829610725,65.14805451178074,0.37987334595895406,63.22200645491985
880,42.924496663254615,2,26,0.8359798362016262,0.2621743022946286,one_point,2,0.008185285845502377,54.008749210162875,0.31987334625291924,74.44486743334805
580,42.936234709575956,0,30,0.8060877640014638,0.2779855062168785,two_point,3,0.01332838168318734,66.04172400048336,0.2798734471129637,62.48710668113156
297,42.945221029056626,2,20,0.795752126761642,0.1400482967114434,one_point,4,0.007672088953203957,70.7464291283261,0.31987334593758276,57.76936061290619
776,42.97498989224399,4,30,0.8120561327485539,0.14301981726950422,two_point,4,0.024323075162472944,58.008320203824084,0.28004141241762787,70.63660806049026
1220,42.994679031324374,2,20,0.8000490399440504,0.27775292788955985,one_point,2,0.008470696263891072,84.13331860463113,0.29987334637290464,44.55084514296908
1001,43.02768244288486,2,26,0.8171221219434299,0.21461591997413426,two_point,2,0.01185751215616912,56.93715656326715,0.21987334616068588,71.92601741922672
1330,43.15285808160154,2,20,0.7991502541876773,0.2561624514177736,one_point,2,0.0067989836342910275,81.24393428658232,0.2798733614454975,47.93476659677681
987,43.34548534250745,4,20,0.8167270931097917,0.26784741096344755,one_point,2,0.010424062341442452,51.841515413046615,0.25987334765804376,77.9350672668177
423,43.431130177510376,4,20,0.777915595290287,0.26202647159405473,one_point,3,0.009729592052740483,52.17880707288879,0.29987334604137594,77.81471011360098
885,43.457028946362215,2,26,0.8158390679989513,0.2600588516393328,one_point,2,0.006742770179728725,66.08877580080403,0.33987334616155607,63.942437692121054
646,43.49907431532554,2,30,0.8106861417849809,0.1323300464335092,two_point,2,0.011862029448249514,82.6438350359129,0.25987335908973475,47.59351455097395
1025,43.559898104258075,4,30,0.8026482703277925,0.2705705430192446,one_point,2,0.006597692022010932,69.25644671871785,0.3198733459236035,61.103374248132766
405,43.61105675225647,4,30,0.8103105444296467,0.24655357774405667,one_point,5,0.014384274034978373,62.74174864750032,0.31987334591610117,67.77154826335297
656,43.64011459859148,4,30,0.7901870447585476,0.20205878055634235,two_point,2,0.015213847525662301,55.69880876476681,0.29987335393588055,74.92166167707174
407,43.656652503774296,4,30,0.7904378040828328,0.1516922129330678,one_point,3,0.014375569304369434,63.44669013354796,0.23987334656230352,67.28339403121262
664,43.741379175245946,4,24,0.7912792385733661,0.20099084016874813,two_point,3,0.015498459989510448,70.56384048828208,0.31987334614737917,60.34042369130839
1215,43.78819915503564,6,26,0.7991222088389603,0.27431723176934464,one_point,2,0.00822193394606833,72.75941735052243,0.27987334677679615,58.3253067678077
124,43.82153676435869,2,24,0.8933685480427431,0.21138595919544745,one_point,6,0.03412077009786625,49.338587862744994,0.3198733999617146,81.80614903036937
531,43.82649467466149,6,30,0.8145117147205517,0.2126261807135408,two_point,4,0.019287413668336462,60.96233937582072,0.29987334711013675,70.21727130105363
470,43.831421233614925,2,26,0.9155265050607444,0.27078705295025307,two_point,2,0.00307768356591527,59.69637112053109,0.49987334676577494,71.29801923354793
780,43.91915615721877,4,30,0.8024909642354221,0.2207203564398225,two_point,4,0.03156738774051719,39.057060680702946,0.3198733796783028,92.38053441127506
655,43.931474315162234,4,30,0.7918278376441752,0.20192276352426677,one_point,2,0.015450360587640558,72.9574624544917,0.2598733526614893,58.57708713833351
270,43.94155086173115,2,24,0.8618517883920475,0.18142296424415966,one_point,2,0.014525120832317495,58.37622040385446,0.2998733493294588,73.14855883200956
908,43.94557489437818,6,30,0.8240697394926619,0.26830071579153303,two_point,4,0.011916633701002077,51.74161037767127,0.27987334619152787,79.81524095927175
511,43.98288166846516,6,22,0.8053348699752955,0.2744923028975271,two_point,3,0.04409696667727695,21.911432500871896,0.400001925799674,109.63721057872392
1210,44.053669041046724,6,26,0.8152022665895237,0.27061867137933726,one_point,2,0.010882397902063634,69.16900993514002,0.33987334713814255,62.65212384086199
1006,44.086086202577825,2,30,0.7851963498777489,0.1371759538291685,two_point,5,0.017064261629808883,65.23839204779276,0.31987334622382557,66.69999321371688
1294,44.14266120056279,6,26,0.8298604569332859,0.28104596019038497,two_point,3,0.017777557699432206,44.796906442053974,0.2598733469926823,87.37120381264171
1034,44.194156386398184,2,30,0.8155694576387565,0.2901043730732358,one_point,2,0.012624674062342406,69.30955826385168,0.2398733461987125,63.03303754914414
747,44.19469729608482,6,24,0.8299543219277911,0.15074072379119194,two_point,2,0.007349376120654201,79.03743138261211,0.3198733489060006,53.22678715673633
350,44.20178147979531,2,30,0.8091089313542699,0.1274595638252427,two_point,3,0.009116337208279446,84.85596363503774,0.3998733465329571,47.34950745781523
759,44.26825390267114,0,20,0.8376791493309075,0.19435147882637177,two_point,3,0.004749803604781743,81.3491927217292,0.3398733460586404,51.11569564022558
261,44.287940326308195,6,22,0.8665453759082992,0.15704113653666066,uniform,3,0.01828101944763339,72.2528825393379,0.2798733519912358,60.33106508759546
941,44.3145989947924,2,26,0.7918355040392266,0.17647859829262894,two_point,2,0.019565853327864154,47.186168302744115,0.339873376334023,85.41775530529907
995,44.361457059320564,4,26,0.8167878927882293,0.27807971800105286,one_point,2,0.01143882052802691,70.99219728903162,0.25987334709422244,61.83230054183584
584,44.391783192473405,0,30,0.805330019377121,0.19279956624474173,two_point,3,0.013391752677237622,70.58737764480398,0.29987334609932637,62.28809858651691
889,44.42017095743125,2,22,0.8128867718849782,0.26612205403731226,one_point,2,0.007434432373832341,66.78172266411232,0.2798733472966971,66.19891686088472
257,44.482993995717386,6,22,0.8829301878738635,0.18363688825552338,two_point,3,0.017407436637003955,67.86601118389937,0.2999899508742008,65.28298085237859
1312,44.61896732681044,2,22,0.7849609637306598,0.26648617490760435,uniform,2,0.013977892785643861,70.11267619953284,0.29987334767404394,63.444352433224445
1377,44.81800354649476,2,30,0.7726513120972145,0.14995754718974458,two_point,4,0.01647726718822944,65.25865360535218,0.31987334671163026,68.87548368742046
1187,44.86566297014152,2,26,0.7760343804923822,0.24398094385233088,one_point,4,0.005507068651929696,70.94893518853289,0.41987334587404623,63.22818037601762
379,44.86766205455547,4,26,0.8165391713851087,0.13689133026965206,two_point,3,0.006548486003521232,68.6070076359498,0.3598733459311353,65.63610518178545
406,44.90992566880565,4,30,0.7922649254128693,0.257378466959871,one_point,3,0.014729710659183,76.04376118932802,0.3598733460872845,58.32614247100164
1098,45.02289520903549,2,20,0.7711827044061991,0.13731256854840546,two_point,2,0.011172826907775909,60.4288439958397,0.2998733469559263,74.33996828431086
992,45.036169698879554,4,26,0.8302719553693283,0.279267309566361,one_point,2,0.010746957637297347,69.34656886543316,0.2798733458791777,65.48206688532632
657,45.12245996811862,4,30,0.8196864180184389,0.15188923555166584,two_point,2,0.01578361169352859,70.18854958143208,0.29987334625820167,64.87895697666556
378,45.25355407723225,4,26,0.8163512797689653,0.11678838995531615,two_point,3,0.007341707386881273,67.46701435891794,0.29987334601258875,67.99377452676622
694,45.28323227559116,0,26,0.8072776319641058,0.14550872313749777,two_point,4,0.01899912795710547,70.27572755616524,0.3198733467911828,65.25409592381705
1327,45.298996974029684,2,20,0.8256700782305578,0.25623466785350835,one_point,4,0.007780091936996957,63.44049079650724,0.31987334596356093,72.13662677961827
1214,45.39952075597868,6,26,0.8162375009502517,0.2721155507356852,uniform,2,0.011800076577328423,71.63680692371841,0.29987334715854475,64.26188199705908
151,45.4582765175839,6,24,0.8773176039616177,0.23233952853949655,two_point,3,0.016853511889899274,61.70566146074973,0.2198733540952707,74.44929473790668
154,45.53538090301976,6,24,0.8669692684347151,0.1940831231555714,two_point,3,0.01648357823647041,67.13203857283396,0.2598733471183936,69.21423078910692
252,45.61462696410404,2,22,0.8845253191138238,0.1577252331009897,two_point,3,0.01787835271870117,31.24441904426201,0.33987334795424046,105.25958850009586
577,45.64103754051022,0,30,0.8030053385419033,0.15090346988837847,two_point,3,0.0136541150565705,76.83793679074725,0.33987334750360676,59.745302483279794
1061,45.75186630019244,6,26,0.799256083358677,0.207236873494284,two_point,3,0.009403500201446714,64.94844886659713,0.2198733468949407,72.08727668708525
