1,125.541,2,4,2,0.871,0.17,2,,,,,,k,n_elites,,,,,,,id,val,cr_type,k,n_elites,p_max,p_min,pop_size
182,114.942,0,4,3,0.828,0.144,4,,,181,104.032,uniform,5,6,0.832,0.159,22,,,,270,85.067,one_point,3,6,0.847,0.289,24
183,94.211,2,4,3,0.832,0.16,4,,,182,114.942,one_point,4,6,0.828,0.144,28,,,,382,85.117,one_point,5,6,0.816,0.248,28
184,102.077,2,5,3,0.872,0.149,2,,,183,94.211,uniform,4,6,0.832,0.16,28,,,,874,85.137,one_point,5,6,0.943,0.203,26
185,104.106,2,5,3,0.872,0.144,2,,,184,102.077,uniform,5,6,0.872,0.149,24,,,,1209,85.174,two_point,5,6,0.836,0.108,24
186,100.57,0,6,3,0.854,0.139,2,,,185,104.106,uniform,5,6,0.872,0.144,24,,,,44,85.193,one_point,5,6,0.864,0.191,20
187,126.712,0,6,3,0.872,0.202,2,,,186,100.57,one_point,6,6,0.854,0.139,24,,,,451,85.271,two_point,5,6,0.901,0.124,28
188,102.229,0,6,3,0.853,0.154,2,,,187,126.712,one_point,6,6,0.872,0.202,24,,,,897,85.292,two_point,5,6,0.927,0.108,26
189,87.301,0,6,3,0.852,0.175,2,,,188,102.229,one_point,6,6,0.853,0.154,24,,,,1233,85.319,one_point,5,6,0.905,0.24,28
190,92.243,0,6,3,0.872,0.138,2,,,189,87.301,one_point,6,6,0.852,0.175,24,,,,459,85.336,two_point,5,6,0.841,0.3,24
191,79.959,0,6,3,0.851,0.219,1,,,190,92.243,one_point,6,6,0.872,0.138,24,,,,1372,85.371,one_point,5,6,0.842,0.208,22
192,90.39,0,5,3,0.846,0.206,1,,,191,79.959,one_point,6,6,0.851,0.219,22,,,,408,85.513,one_point,5,6,0.845,0.227,22
193,136.404,0,5,3,0.865,0.123,1,,,192,90.39,one_point,5,6,0.846,0.206,22,,,,1321,85.53,one_point,5,6,0.845,0.246,28
194,94.703,0,5,3,0.846,0.122,1,,,193,136.404,one_point,5,6,0.865,0.123,22,,,,1396,85.542,two_point,5,6,0.82,0.104,28
195,107.439,0,5,3,0.846,0.122,1,,,194,94.703,one_point,5,6,0.846,0.122,22,,,,1285,85.544,one_point,5,6,0.925,0.107,28
196,94.627,0,5,3,0.942,0.126,1,,,195,107.439,one_point,5,6,0.846,0.122,22,,,,120,85.557,one_point,6,6,0.851,0.27,22
197,104.661,0,5,3,0.846,0.126,1,,,196,94.627,one_point,5,6,0.942,0.126,22,,,,1150,85.585,two_point,5,6,0.849,0.107,20
198,108.557,0,6,3,0.85,0.218,1,,,197,104.661,one_point,5,6,0.846,0.126,22,,,,584,85.749,two_point,5,6,0.826,0.244,24
199,118.407,0,6,3,0.851,0.209,1,,,198,108.557,one_point,6,6,0.85,0.218,22,,,,580,85.779,two_point,5,6,0.82,0.252,24
200,87.473,0,6,3,0.82,0.218,1,,,199,118.407,one_point,6,6,0.851,0.209,22,,,,1234,85.792,one_point,5,6,0.885,0.231,28
201,102.222,0,6,2,0.85,0.133,4,,,200,87.473,one_point,6,6,0.82,0.218,22,,,,1260,85.821,uniform,5,6,0.933,0.116,26
202,137.89,0,6,3,0.857,0.114,4,,,201,102.222,one_point,6,4,0.85,0.133,28,,,,845,85.831,one_point,5,6,0.882,0.106,26
203,151.743,0,6,2,0.858,0.111,4,,,202,137.89,one_point,6,6,0.857,0.114,28,,,,632,85.832,two_point,5,6,0.839,0.133,28
204,106.704,0,6,2,0.85,0.114,4,,,203,151.743,one_point,6,4,0.858,0.111,28,,,,693,85.845,one_point,4,6,0.851,0.114,28
205,293.156,0,6,3,0.857,0.286,0,,,204,106.704,one_point,6,4,0.85,0.114,28,,,,530,85.908,uniform,6,6,0.93,0.288,28
206,113.724,0,6,3,0.855,0.173,2,,,205,293.156,one_point,6,6,0.857,0.286,20,,,,1006,85.97,one_point,5,6,0.848,0.1,26
207,132.421,0,6,3,0.854,0.201,2,,,206,113.724,one_point,6,6,0.855,0.173,24,,,,653,86.004,two_point,4,6,0.934,0.1,28
208,102.786,0,6,3,0.854,0.18,2,,,207,132.421,one_point,6,6,0.854,0.201,24,,,,637,86.079,one_point,5,6,0.909,0.235,28
209,132.42,0,6,3,0.853,0.177,2,,,208,102.786,one_point,6,6,0.854,0.18,24,,,,1174,86.108,uniform,5,6,0.844,0.1,24
210,111.944,0,6,3,0.855,0.178,2,,,209,132.42,one_point,6,6,0.853,0.177,24,,,,999,86.177,one_point,5,6,0.803,0.168,24
211,113.792,0,6,3,0.855,0.202,2,,,210,111.944,one_point,6,6,0.855,0.178,24,,,,1436,86.372,two_point,5,6,0.854,0.1,28
212,104.476,0,6,3,0.863,0.166,3,,,211,113.792,one_point,6,6,0.855,0.202,24,,,,1010,86.457,one_point,5,4,0.936,0.155,26
213,99.315,0,6,3,0.862,0.208,3,,,212,104.476,one_point,6,6,0.863,0.166,26,,,,1085,86.551,one_point,5,6,0.939,0.23,26
214,101.869,0,6,3,0.839,0.165,3,,,213,99.315,one_point,6,6,0.862,0.208,26,,,,247,86.57,one_point,5,6,0.861,0.292,22
215,144.265,0,6,3,0.82,0.219,1,,,214,101.869,one_point,6,6,0.839,0.165,26,,,,1255,86.682,one_point,5,6,0.94,0.232,22
216,118.719,0,6,3,0.821,0.221,1,,,215,144.265,one_point,6,6,0.82,0.219,22,,,,41,86.818,one_point,3,6,0.843,0.282,20
217,88.158,0,6,3,0.818,0.22,1,,,216,118.719,one_point,6,6,0.821,0.221,22,,,,394,86.937,one_point,6,6,0.852,0.151,22
218,135.399,0,6,3,0.838,0.208,1,,,217,88.158,one_point,6,6,0.818,0.22,22,,,,499,87.036,one_point,6,6,0.833,0.106,24
219,104.58,0,6,3,0.822,0.227,1,,,218,135.399,one_point,6,6,0.838,0.208,22,,,,792,87.151,one_point,5,6,0.934,0.265,26
220,90.26,0,6,3,0.877,0.213,0,,,219,104.58,one_point,6,6,0.822,0.227,22,,,,1159,87.221,two_point,5,6,0.837,0.104,24
221,117.639,0,6,3,0.843,0.296,0,,,220,90.26,one_point,6,6,0.877,0.213,20,,,,777,87.252,one_point,5,6,0.941,0.106,26
222,109.028,0,3,3,0.848,0.231,0,,,221,117.639,one_point,6,6,0.843,0.296,20,,,,1256,87.261,uniform,5,6,0.942,0.232,22
223,103.371,0,6,3,0.878,0.226,0,,,222,109.028,one_point,3,6,0.848,0.231,20,,,,575,87.278,two_point,5,6,0.851,0.248,24
224,97.658,0,6,3,0.848,0.3,0,,,223,103.371,one_point,6,6,0.878,0.226,20,,,,189,87.301,one_point,6,6,0.852,0.175,24
225,88.668,0,6,3,0.842,0.3,0,,,224,97.658,one_point,6,6,0.848,0.3,20,,,,312,87.317,one_point,5,6,0.88,0.222,26
226,78.867,0,6,3,0.813,0.213,1,,,225,88.668,one_point,6,6,0.842,0.3,20,,,,998,87.454,one_point,5,6,0.875,0.195,24
227,95.386,0,6,3,0.817,0.217,1,,,226,78.867,one_point,6,6,0.813,0.213,22,,,,200,87.473,one_point,6,6,0.82,0.218,22
228,140.638,0,6,3,0.813,0.215,1,,,227,95.386,one_point,6,6,0.817,0.217,22,,,,842,87.517,one_point,5,6,0.95,0.21,26
229,125.504,0,6,3,0.848,0.215,1,,,228,140.638,one_point,6,6,0.813,0.215,22,,,,1433,87.555,two_point,5,6,0.849,0.119,28
230,132.638,0,6,3,0.81,0.215,1,,,229,125.504,one_point,6,6,0.848,0.215,22,,,,1398,87.568,two_point,5,6,0.932,0.216,28
231,70.89,0,5,3,0.82,0.212,1,,,230,132.638,one_point,6,6,0.81,0.215,22,,,,968,87.577,one_point,5,6,0.872,0.204,24
232,103.097,0,5,3,0.818,0.214,1,,,231,70.89,one_point,5,6,0.82,0.212,22,,,,242,87.748,one_point,5,6,0.865,0.211,22
233,21473.325,0,5,0,0.81,0.19,5,,,232,103.097,one_point,5,6,0.818,0.214,22,,,,837,87.96,one_point,5,6,0.939,0.21,26
234,28301.788,1,5,0,0.807,0.19,1,,,233,21473.325,one_point,5,0,0.81,0.19,30,,,,1366,87.98,two_point,5,6,0.937,0.22,28
235,325.948,0,5,1,0.852,0.198,5,,,234,28301.788,two_point,5,0,0.807,0.19,22,,,,735,88.053,one_point,5,6,0.934,0.1,26
236,34632.669,0,5,0,0.805,0.198,1,,,235,325.948,one_point,5,2,0.852,0.198,30,,,,217,88.158,one_point,6,6,0.818,0.22,22
237,24649.784,0,5,0,0.815,0.211,1,,,236,34632.669,one_point,5,0,0.805,0.198,22,,,,47,88.183,one_point,5,6,0.863,0.187,24
238,30191.59,0,5,0,0.809,0.247,1,,,237,24649.784,one_point,5,0,0.815,0.211,22,,,,579,88.189,two_point,5,6,0.823,0.25,24
239,28941.611,1,5,0,0.827,0.204,1,,,238,30191.59,one_point,5,0,0.809,0.247,22,,,,443,88.195,two_point,5,6,0.827,0.114,28
240,148.39,0,5,3,0.814,0.209,1,,,239,28941.611,two_point,5,0,0.827,0.204,22,,,,602,88.21,two_point,5,6,0.841,0.104,24
241,167.1,0,5,3,0.844,0.252,1,,,240,148.39,one_point,5,6,0.814,0.209,22,,,,638,88.264,one_point,5,6,0.832,0.109,28
242,87.748,0,5,3,0.865,0.211,1,,,241,167.1,one_point,5,6,0.844,0.252,22,,,,596,88.285,two_point,5,6,0.832,0.104,24
243,89.927,0,5,3,0.815,0.204,1,,,242,87.748,one_point,5,6,0.865,0.211,22,,,,306,88.307,one_point,6,6,0.887,0.104,30
244,94.977,0,5,3,0.864,0.205,1,,,243,89.927,one_point,5,6,0.815,0.204,22,,,,1114,88.324,two_point,5,6,0.941,0.211,26
245,105.677,0,6,3,0.869,0.29,3,,,244,94.977,one_point,5,6,0.864,0.205,22,,,,1400,88.352,two_point,5,6,0.93,0.228,28
246,127.777,0,6,3,0.845,0.293,3,,,245,105.677,one_point,6,6,0.869,0.29,26,,,,1238,88.376,one_point,5,6,0.862,0.23,28
247,86.57,0,5,3,0.861,0.292,1,,,246,127.777,one_point,6,6,0.845,0.293,26,,,,395,88.444,one_point,6,6,0.883,0.218,22
248,98.938,0,5,3,0.87,0.106,3,,,247,86.57,one_point,5,6,0.861,0.292,22,,,,1429,88.452,two_point,5,6,0.939,0.249,24
249,111.371,0,5,3,0.866,0.211,3,,,248,98.938,one_point,5,6,0.87,0.106,26,,,,225,88.668,one_point,6,6,0.842,0.3,20
250,142.249,0,5,3,0.87,0.211,3,,,249,111.371,one_point,5,6,0.866,0.211,26,,,,450,88.712,two_point,5,6,0.836,0.12,28
251,97.384,0,5,3,0.86,0.211,4,,,250,142.249,one_point,5,6,0.87,0.211,26,,,,581,88.855,two_point,5,6,0.82,0.25,24
252,92.838,0,3,3,0.87,0.212,4,,,251,97.384,one_point,5,6,0.86,0.211,28,,,,517,89.039,one_point,3,6,0.892,0.299,26
253,89.744,0,5,3,0.861,0.106,4,,,252,92.838,one_point,3,6,0.87,0.212,28,,,,526,89.055,uniform,5,4,0.841,0.135,22
254,83.297,0,3,3,0.851,0.286,4,,,253,89.744,one_point,5,6,0.861,0.106,28,,,,937,89.088,one_point,5,6,0.874,0.188,24
255,176.82,0,3,3,0.861,0.282,4,,,254,83.297,one_point,3,6,0.851,0.286,28,,,,1444,89.198,one_point,5,6,0.944,0.237,26
256,90.584,0,6,3,0.861,0.287,4,,,255,176.82,one_point,3,6,0.861,0.282,28,,,,956,89.212,one_point,5,6,0.863,0.2,24
257,96.228,0,3,3,0.86,0.284,4,,,256,90.584,one_point,6,6,0.861,0.287,28,,,,767,89.224,one_point,5,6,0.945,0.1,26
258,95.342,0,6,3,0.859,0.287,1,,,257,96.228,one_point,3,6,0.86,0.284,28,,,,432,89.243,two_point,5,6,0.834,0.119,28
259,110.386,2,4,3,0.851,0.284,1,,,258,95.342,one_point,6,6,0.859,0.287,22,,,,924,89.328,two_point,5,6,0.839,0.1,26
260,95.927,2,4,3,0.85,0.275,1,,,259,110.386,uniform,4,6,0.851,0.284,22,,,,299,89.42,one_point,5,6,0.874,0.116,22
261,105.771,0,3,3,0.851,0.286,4,,,260,95.927,uniform,4,6,0.85,0.275,22,,,,989,89.455,one_point,5,6,0.852,0.211,26
262,116.003,2,3,3,0.852,0.293,2,,,261,105.771,one_point,3,6,0.851,0.286,28,,,,808,89.483,one_point,5,6,0.947,0.242,26
263,102.015,2,3,3,0.851,0.294,2,,,262,116.003,uniform,3,6,0.852,0.293,24,,,,816,89.499,one_point,5,4,0.944,0.238,26
264,114.629,2,3,3,0.852,0.276,2,,,263,102.015,uniform,3,6,0.851,0.294,24,,,,761,89.626,one_point,5,6,0.945,0.1,26
265,125.338,0,3,2,0.851,0.292,2,,,264,114.629,uniform,3,6,0.852,0.276,24,,,,1193,89.666,one_point,5,6,0.935,0.107,22
266,189.82,0,3,2,0.85,0.295,2,,,265,125.338,one_point,3,4,0.851,0.292,24,,,,822,89.717,one_point,5,6,0.938,0.237,26
267,153.54,0,3,2,0.857,0.294,2,,,266,189.82,one_point,3,4,0.85,0.295,24,,,,878,89.721,one_point,5,6,0.946,0.203,26
268,169.387,0,3,2,0.856,0.184,2,,,267,153.54,one_point,3,4,0.857,0.294,24,,,,253,89.744,one_point,5,6,0.861,0.106,28
269,201.703,0,3,2,0.848,0.112,2,,,268,169.387,one_point,3,4,0.856,0.184,24,,,,962,89.814,one_point,5,6,0.931,0.199,24
270,85.067,0,3,3,0.847,0.289,2,,,269,201.703,one_point,3,4,0.848,0.112,24,,,,846,89.818,one_point,5,6,0.932,0.213,26
271,102.309,0,5,3,0.856,0.185,4,,,270,85.067,one_point,3,6,0.847,0.289,24,,,,1273,89.834,one_point,5,6,0.921,0.1,28
272,144.826,0,5,3,0.856,0.186,4,,,271,102.309,one_point,5,6,0.856,0.185,28,,,,456,89.902,two_point,5,6,0.832,0.107,28
273,95.956,0,5,3,0.856,0.109,4,,,272,144.826,one_point,5,6,0.856,0.186,28,,,,243,89.927,one_point,5,6,0.815,0.204,22
274,91.289,0,5,3,0.847,0.184,4,,,273,95.956,one_point,5,6,0.856,0.109,28,,,,540,89.967,uniform,5,6,0.844,0.128,28
275,117.167,0,5,3,0.846,0.29,4,,,274,91.289,one_point,5,6,0.847,0.184,28,,,,862,90,one_point,5,6,0.935,0.205,26
276,95.65,0,5,3,0.846,0.287,0,,,275,117.167,one_point,5,6,0.846,0.29,28,,,,1030,90.018,one_point,3,6,0.937,0.196,24
277,227.21,0,5,1,0.836,0.288,0,,,276,95.65,one_point,5,6,0.846,0.287,20,,,,904,90.092,one_point,5,6,0.947,0.182,26
278,162.531,0,5,1,0.847,0.118,0,,,277,227.21,one_point,5,2,0.836,0.288,20,,,,1360,90.102,one_point,5,6,0.94,0.123,26
279,76.649,0,3,3,0.843,0.288,0,,,278,162.531,one_point,5,2,0.847,0.118,20,,,,828,90.197,one_point,5,6,0.938,0.237,26
280,102.972,0,3,1,0.841,0.29,0,,,279,76.649,one_point,3,6,0.843,0.288,20,,,,764,90.213,one_point,5,6,0.943,0.103,26
281,262.346,0,3,1,0.843,0.258,0,,,280,102.972,one_point,3,2,0.841,0.29,20,,,,92,90.26,one_point,6,6,0.824,0.266,22
282,152.769,0,3,3,0.841,0.26,3,,,281,262.346,one_point,3,2,0.843,0.258,20,,,,220,90.26,one_point,6,6,0.877,0.213,20
283,97.777,0,3,3,0.841,0.281,3,,,282,152.769,one_point,3,6,0.841,0.26,26,,,,664,90.264,one_point,5,6,0.848,0.108,28
284,108.431,0,3,3,0.916,0.104,3,,,283,97.777,one_point,3,6,0.841,0.281,26,,,,1036,90.331,one_point,5,6,0.942,0.197,24
285,133.404,0,3,3,0.841,0.26,3,,,284,108.431,one_point,3,6,0.916,0.104,26,,,,192,90.39,one_point,5,6,0.846,0.206,22
286,98.03,0,6,3,0.843,0.298,3,,,285,133.404,one_point,3,6,0.841,0.26,26,,,,1440,90.475,one_point,5,6,0.928,0.104,20
287,137.107,0,6,3,0.895,0.297,1,,,286,98.03,one_point,6,6,0.843,0.298,26,,,,442,90.559,two_point,5,6,0.83,0.111,28
288,115.795,0,6,3,0.915,0.297,1,,,287,137.107,one_point,6,6,0.895,0.297,22,,,,1404,90.561,two_point,5,6,0.926,0.224,28
289,127.889,1,6,3,0.865,0.194,1,,,288,115.795,one_point,6,6,0.915,0.297,22,,,,256,90.584,one_point,6,6,0.861,0.287,28
290,146.064,1,6,3,0.896,0.27,1,,,289,127.889,two_point,6,6,0.865,0.194,22,,,,863,90.74,one_point,5,6,0.943,0.197,26
291,96.975,1,6,3,0.867,0.11,1,,,290,146.064,two_point,6,6,0.896,0.27,22,,,,716,90.792,one_point,5,6,0.847,0.295,28
292,130.578,0,6,3,0.898,0.192,1,,,291,96.975,two_point,6,6,0.867,0.11,22,,,,147,90.878,one_point,6,6,0.856,0.115,26
293,80.174,0,6,3,0.875,0.237,1,,,292,130.578,one_point,6,6,0.898,0.192,22,,,,888,90.894,one_point,5,6,0.941,0.104,22
294,94.22,0,5,3,0.848,0.115,1,,,293,80.174,one_point,6,6,0.875,0.237,22,,,,296,90.924,one_point,5,6,0.867,0.279,22
295,79.426,0,5,3,0.875,0.111,1,,,294,94.22,one_point,5,6,0.848,0.115,22,,,,506,90.966,two_point,6,6,0.815,0.25,24
296,90.924,0,5,3,0.867,0.279,1,,,295,79.426,one_point,5,6,0.875,0.111,22,,,,687,91.005,uniform,5,6,0.89,0.19,28
297,96.369,0,5,3,0.848,0.279,1,,,296,90.924,one_point,5,6,0.867,0.279,22,,,,82,91.05,one_point,4,6,0.95,0.223,26
298,123.69,0,5,3,0.875,0.235,1,,,297,96.369,one_point,5,6,0.848,0.279,22,,,,1291,91.128,one_point,5,6,0.935,0.103,28
299,89.42,0,5,3,0.874,0.116,1,,,298,123.69,one_point,5,6,0.875,0.235,22,,,,1441,91.129,one_point,4,6,0.943,0.237,30
300,110.597,0,6,3,0.801,0.206,5,,,299,89.42,one_point,5,6,0.874,0.116,22,,,,1448,91.183,one_point,5,6,0.84,0.204,26
301,112.692,0,6,3,0.882,0.201,1,,,300,110.597,one_point,6,6,0.801,0.206,30,,,,902,91.286,one_point,5,6,0.944,0.143,26
302,121.397,0,6,3,0.875,0.229,4,,,301,112.692,one_point,6,6,0.882,0.201,22,,,,274,91.289,one_point,5,6,0.847,0.184,28
303,117.601,0,6,3,0.875,0.109,5,,,302,121.397,one_point,6,6,0.875,0.229,28,,,,1410,91.3,two_point,3,6,0.93,0.163,28
304,147.476,0,6,3,0.876,0.11,5,,,303,117.601,one_point,6,6,0.875,0.109,30,,,,1320,91.313,one_point,5,6,0.845,0.127,26
305,104.027,0,6,3,0.921,0.117,4,,,304,147.476,one_point,6,6,0.876,0.11,30,,,,885,91.327,one_point,5,6,0.94,0.1,30
306,88.307,0,6,3,0.887,0.104,5,,,305,104.027,one_point,6,6,0.921,0.117,28,,,,533,91.331,uniform,6,6,0.845,0.125,28
307,75.385,0,6,3,0.939,0.242,4,,,306,88.307,one_point,6,6,0.887,0.104,30,,,,997,91.404,one_point,5,6,0.932,0.178,24
308,99.087,0,4,3,0.908,0.241,3,,,307,75.385,one_point,6,6,0.939,0.242,28,,,,1242,91.425,one_point,5,6,0.862,0.227,28
309,143.913,0,4,3,0.83,0.104,3,,,308,99.087,one_point,4,6,0.908,0.241,26,,,,891,91.431,two_point,5,6,0.937,0.106,26
310,83.349,0,4,3,0.831,0.197,3,,,309,143.913,one_point,4,6,0.83,0.104,26,,,,1105,91.512,one_point,5,6,0.948,0.221,24
311,206.588,0,4,3,0.904,0.24,3,,,310,83.349,one_point,4,6,0.831,0.197,26,,,,972,91.557,one_point,5,6,0.867,0.203,24
312,87.317,0,5,3,0.88,0.222,3,,,311,206.588,one_point,4,6,0.904,0.24,26,,,,699,91.565,one_point,2,6,0.831,0.197,22
313,108.318,0,5,3,0.932,0.197,3,,,312,87.317,one_point,5,6,0.88,0.222,26,,,,411,91.629,one_point,6,4,0.843,0.227,22
314,84.258,0,6,3,0.878,0.25,4,,,313,108.318,one_point,5,6,0.932,0.197,26,,,,1236,91.648,one_point,5,6,0.884,0.24,28
315,135.04,0,6,3,0.936,0.223,4,,,314,84.258,one_point,6,6,0.878,0.25,28,,,,1207,91.719,two_point,4,6,0.915,0.172,24
316,123.391,0,6,3,0.939,0.201,4,,,315,135.04,one_point,6,6,0.936,0.223,28,,,,675,91.783,two_point,3,6,0.841,0.225,24
317,115.811,0,6,3,0.835,0.207,4,,,316,123.391,one_point,6,6,0.939,0.201,28,,,,1078,91.808,one_point,5,4,0.842,0.218,24
318,134.709,0,6,3,0.941,0.244,4,,,317,115.811,one_point,6,6,0.835,0.207,28,,,,1045,91.829,one_point,5,6,0.863,0.106,26
319,113.756,0,6,3,0.837,0.198,4,,,318,134.709,one_point,6,6,0.941,0.244,28,,,,1074,91.837,one_point,5,4,0.93,0.194,24
320,104.049,0,6,3,0.923,0.154,4,,,319,113.756,one_point,6,6,0.837,0.198,28,,,,378,91.932,one_point,6,6,0.849,0.105,22
321,74.632,2,6,3,0.942,0.236,4,,,320,104.049,one_point,6,6,0.923,0.154,28,,,,1405,91.996,two_point,5,6,0.927,0.223,28
322,127.957,2,6,3,0.943,0.233,4,,,321,74.632,uniform,6,6,0.942,0.236,28,,,,1254,92.047,one_point,5,6,0.942,0.224,26
323,75.402,2,6,3,0.95,0.244,4,,,322,127.957,uniform,6,6,0.943,0.233,28,,,,100,92.049,one_point,3,6,0.855,0.287,20
324,111.009,2,6,3,0.878,0.246,4,,,323,75.402,uniform,6,6,0.95,0.244,28,,,,1181,92.052,uniform,5,6,0.898,0.215,30
325,99.342,2,6,3,0.827,0.232,4,,,324,111.009,uniform,6,6,0.878,0.246,28,,,,501,92.099,one_point,6,6,0.829,0.283,24
326,203.227,2,2,3,0.833,0.247,4,,,325,99.342,uniform,6,6,0.827,0.232,28,,,,704,92.117,two_point,5,6,0.938,0.228,24
327,116.783,2,6,3,0.826,0.135,4,,,326,203.227,uniform,2,6,0.833,0.247,28,,,,352,92.189,one_point,6,6,0.927,0.229,22
328,94.953,2,6,3,0.95,0.238,4,,,327,116.783,uniform,6,6,0.826,0.135,28,,,,17,92.201,one_point,3,6,0.829,0.297,22
329,144.367,2,2,3,0.83,0.227,4,,,328,94.953,uniform,6,6,0.95,0.238,28,,,,190,92.243,one_point,6,6,0.872,0.138,24
330,121.899,2,4,2,0.945,0.238,4,,,329,144.367,uniform,2,6,0.83,0.227,28,,,,742,92.362,two_point,6,6,0.905,0.119,24
331,98.496,2,5,2,0.947,0.243,4,,,330,121.899,uniform,4,4,0.945,0.238,28,,,,775,92.368,one_point,5,6,0.947,0.1,26
332,191.051,2,4,2,0.934,0.218,4,,,331,98.496,uniform,5,4,0.947,0.243,28,,,,1369,92.479,two_point,5,6,0.936,0.207,28
333,106.268,2,5,2,0.944,0.229,4,,,332,191.051,uniform,4,4,0.934,0.218,28,,,,1460,92.518,uniform,3,6,0.935,0.114,24
334,95.87,2,4,2,0.945,0.204,4,,,333,106.268,uniform,5,4,0.944,0.229,28,,,,477,92.665,two_point,4,6,0.819,0.116,28
335,111.678,2,5,2,0.948,0.24,4,,,334,95.87,uniform,4,4,0.945,0.204,28,,,,161,92.719,one_point,6,6,0.849,0.109,26
336,134.401,2,5,3,0.947,0.244,4,,,335,111.678,uniform,5,4,0.948,0.24,28,,,,1204,92.737,two_point,4,6,0.847,0.113,24
337,102.831,2,5,3,0.929,0.216,4,,,336,134.401,uniform,5,6,0.947,0.244,28,,,,1083,92.75,one_point,5,6,0.938,0.225,26
338,109.847,2,6,3,0.947,0.204,1,,,337,102.831,uniform,5,6,0.929,0.216,28,,,,701,92.775,two_point,5,6,0.842,0.108,24
339,123.499,2,6,3,0.946,0.205,1,,,338,109.847,uniform,6,6,0.947,0.204,22,,,,252,92.838,one_point,3,6,0.87,0.212,28
340,80.664,2,6,3,0.95,0.236,1,,,339,123.499,uniform,6,6,0.946,0.205,22,,,,1264,92.913,one_point,5,6,0.897,0.103,26
341,94.127,2,5,3,0.94,0.209,1,,,340,80.664,uniform,6,6,0.95,0.236,22,,,,48,92.932,one_point,5,6,0.866,0.288,24
342,102.081,2,6,3,0.939,0.235,1,,,341,94.127,uniform,5,6,0.94,0.209,22,,,,1326,93.01,one_point,5,6,0.839,0.237,28
343,103.093,0,6,3,0.821,0.25,1,,,342,102.081,uniform,6,6,0.939,0.235,22,,,,448,93.034,two_point,5,6,0.836,0.12,28
344,103.005,0,6,3,0.939,0.235,1,,,343,103.093,one_point,6,6,0.821,0.25,22,,,,1217,93.197,one_point,3,6,0.946,0.212,28
345,108.295,2,6,3,0.948,0.241,1,,,344,103.005,one_point,6,6,0.939,0.235,22,,,,572,93.244,uniform,5,6,0.85,0.245,28
346,94.196,2,6,3,0.937,0.237,1,,,345,108.295,uniform,6,6,0.948,0.241,22,,,,410,93.271,one_point,5,6,0.843,0.243,22
347,111.764,2,6,3,0.95,0.235,1,,,346,94.196,uniform,6,6,0.937,0.237,22,,,,20,93.345,one_point,3,6,0.835,0.296,22
348,151.494,2,6,3,0.941,0.237,1,,,347,111.764,uniform,6,6,0.95,0.235,22,,,,662,93.354,one_point,5,6,0.845,0.107,28
349,114.235,2,6,3,0.948,0.24,1,,,348,151.494,uniform,6,6,0.941,0.237,22,,,,1068,93.522,uniform,5,6,0.939,0.203,22
350,123.124,2,6,3,0.948,0.141,1,,,349,114.235,uniform,6,6,0.948,0.24,22,,,,1056,93.531,one_point,2,6,0.841,0.21,24
351,138.096,2,6,3,0.942,0.238,1,,,350,123.124,uniform,6,6,0.948,0.141,22,,,,1359,93.537,one_point,5,4,0.94,0.25,26
352,92.189,0,6,3,0.927,0.229,1,,,351,138.096,uniform,6,6,0.942,0.238,22,,,,990,93.539,one_point,5,6,0.817,0.21,26
353,106.185,1,6,3,0.839,0.213,1,,,352,92.189,one_point,6,6,0.927,0.229,22,,,,621,93.6,uniform,3,6,0.829,0.297,24
354,142.418,1,6,3,0.838,0.139,1,,,353,106.185,two_point,6,6,0.839,0.213,22,,,,1130,93.6,two_point,5,6,0.844,0.207,24
355,101.477,0,6,3,0.927,0.139,2,,,354,142.418,two_point,6,6,0.838,0.139,22,,,,987,93.623,one_point,5,6,0.817,0.187,26
356,140.198,1,6,3,0.933,0.231,2,,,355,101.477,one_point,6,6,0.927,0.139,24,,,,1465,93.669,uniform,5,6,0.932,0.126,24
357,145.019,0,6,3,0.909,0.214,2,,,356,140.198,two_point,6,6,0.933,0.231,24,,,,700,93.722,one_point,5,6,0.937,0.105,22
358,135.678,0,6,3,0.889,0.223,2,,,357,145.019,one_point,6,6,0.909,0.214,24,,,,1373,93.802,one_point,5,6,0.844,0.21,22
359,144.815,0,5,3,0.912,0.22,2,,,358,135.678,one_point,6,6,0.889,0.223,24,,,,656,93.807,uniform,5,6,0.843,0.104,20
360,79.934,0,5,3,0.853,0.118,4,,,359,144.815,one_point,5,6,0.912,0.22,24,,,,779,93.856,one_point,5,6,0.94,0.108,26
361,147.815,0,5,3,0.931,0.147,4,,,360,79.934,one_point,5,6,0.853,0.118,28,,,,757,93.896,one_point,5,6,0.944,0.101,26
362,125.642,0,5,3,0.844,0.221,4,,,361,147.815,one_point,5,6,0.931,0.147,28,,,,871,93.944,one_point,5,6,0.923,0.194,26
363,108.891,0,5,3,0.844,0.224,4,,,362,125.642,one_point,5,6,0.844,0.221,28,,,,898,94.033,one_point,5,6,0.945,0.139,26
364,139.098,0,5,3,0.844,0.129,4,,,363,108.891,one_point,5,6,0.844,0.224,28,,,,1261,94.054,uniform,5,6,0.812,0.114,26
365,211.05,0,5,1,0.854,0.114,0,,,364,139.098,one_point,5,6,0.844,0.129,28,,,,1160,94.064,two_point,5,6,0.902,0.104,22
