1,125.541,2,4,2,0.871,0.17,2,,,,,,k,n_elites,,,,,,,id,val,cr_type,k,n_elites,p_max,p_min,pop_size
366,193.709,0,5,1,0.944,0.131,0,,,365,211.05,one_point,5,2,0.854,0.114,20,,,,341,94.127,uniform,5,6,0.94,0.209,22
367,201.107,0,5,1,0.856,0.128,0,,,366,193.709,one_point,5,2,0.944,0.131,20,,,,346,94.196,uniform,6,6,0.937,0.237,22
368,150.688,0,5,1,0.845,0.117,0,,,367,201.107,one_point,5,2,0.856,0.128,20,,,,183,94.211,uniform,4,6,0.832,0.16,28
369,112.371,0,5,1,0.854,0.122,0,,,368,150.688,one_point,5,2,0.845,0.117,20,,,,294,94.22,one_point,5,6,0.848,0.115,22
370,238.273,0,5,1,0.944,0.121,0,,,369,112.371,one_point,5,2,0.854,0.122,20,,,,1344,94.336,one_point,5,6,0.944,0.104,28
371,137.061,0,5,3,0.853,0.111,0,,,370,238.273,one_point,5,2,0.944,0.121,20,,,,1386,94.464,one_point,5,6,0.832,0.108,24
372,28210.586,0,5,0,0.849,0.107,1,,,371,137.061,one_point,5,6,0.853,0.111,20,,,,838,94.581,one_point,5,6,0.916,0.212,26
373,15058.698,0,6,0,0.812,0.113,1,,,372,28210.586,one_point,5,0,0.849,0.107,22,,,,1328,94.615,two_point,5,6,0.95,0.257,26
374,14823.509,0,6,0,0.849,0.254,1,,,373,15058.698,one_point,6,0,0.812,0.113,22,,,,196,94.627,one_point,5,6,0.942,0.126,22
375,107.735,0,6,3,0.854,0.108,1,,,374,14823.509,one_point,6,0,0.849,0.254,22,,,,144,94.67,one_point,6,6,0.836,0.114,26
376,15674.85,0,6,0,0.812,0.112,1,,,375,107.735,one_point,6,6,0.854,0.108,22,,,,405,94.7,one_point,5,6,0.845,0.243,24
377,16738.777,0,6,0,0.817,0.108,1,,,376,15674.85,one_point,6,0,0.812,0.112,22,,,,194,94.703,one_point,5,6,0.846,0.122,22
378,91.932,0,6,3,0.849,0.105,1,,,377,16738.777,one_point,6,0,0.817,0.108,22,,,,553,94.717,uniform,5,6,0.84,0.115,20
379,106.868,0,6,3,0.858,0.104,4,,,378,91.932,one_point,6,6,0.849,0.105,22,,,,590,94.884,two_point,5,6,0.837,0.243,24
380,129.317,0,6,3,0.817,0.168,4,,,379,106.868,one_point,6,6,0.858,0.104,28,,,,1214,94.898,one_point,5,6,0.843,0.151,26
381,199.511,0,5,3,0.859,0.168,4,,,380,129.317,one_point,6,6,0.817,0.168,28,,,,386,94.903,uniform,5,6,0.95,0.118,28
382,85.117,0,5,3,0.816,0.248,4,,,381,199.511,one_point,5,6,0.859,0.168,28,,,,1442,94.91,one_point,4,6,0.943,0.238,30
383,110.123,0,5,3,0.858,0.103,4,,,382,85.117,one_point,5,6,0.816,0.248,28,,,,328,94.953,uniform,6,6,0.95,0.238,28
384,130.15,0,5,3,0.858,0.119,4,,,383,110.123,one_point,5,6,0.858,0.103,28,,,,453,94.965,two_point,5,6,0.893,0.109,28
385,105.619,0,5,3,0.859,0.21,4,,,384,130.15,one_point,5,6,0.858,0.119,28,,,,244,94.977,one_point,5,6,0.864,0.205,22
386,94.903,2,5,3,0.95,0.118,4,,,385,105.619,one_point,5,6,0.859,0.21,28,,,,1080,95.022,one_point,5,4,0.938,0.224,24
387,136.749,2,5,3,0.95,0.157,3,,,386,94.903,uniform,5,6,0.95,0.118,28,,,,731,95.225,one_point,4,6,0.942,0.109,28
388,96.16,2,5,3,0.822,0.211,3,,,387,136.749,uniform,5,6,0.95,0.157,26,,,,1008,95.292,one_point,5,6,0.847,0.145,26
389,107.451,2,6,3,0.822,0.207,3,,,388,96.16,uniform,5,6,0.822,0.211,26,,,,258,95.342,one_point,6,6,0.859,0.287,22
390,163.31,2,6,3,0.839,0.215,3,,,389,107.451,uniform,6,6,0.822,0.207,26,,,,938,95.374,one_point,5,6,0.872,0.189,24
391,107.494,2,6,3,0.824,0.216,3,,,390,163.31,uniform,6,6,0.839,0.215,26,,,,227,95.386,one_point,6,6,0.817,0.217,22
392,100.531,2,6,3,0.919,0.215,3,,,391,107.494,uniform,6,6,0.824,0.216,26,,,,703,95.445,two_point,5,6,0.842,0.105,26
393,149.611,0,6,3,0.84,0.213,1,,,392,100.531,uniform,6,6,0.919,0.215,26,,,,743,95.493,two_point,6,6,0.946,0.106,26
394,86.937,0,6,3,0.852,0.151,1,,,393,149.611,one_point,6,6,0.84,0.213,22,,,,1325,95.626,one_point,5,6,0.833,0.129,28
395,88.444,0,6,3,0.883,0.218,1,,,394,86.937,one_point,6,6,0.852,0.151,22,,,,1082,95.646,one_point,5,6,0.938,0.214,26
396,170.78,0,6,3,0.882,0.202,1,,,395,88.444,one_point,6,6,0.883,0.218,22,,,,276,95.65,one_point,5,6,0.846,0.287,20
397,118.272,0,6,3,0.864,0.201,1,,,396,170.78,one_point,6,6,0.882,0.202,22,,,,1415,95.733,two_point,5,6,0.934,0.232,28
398,100.325,0,6,3,0.852,0.163,1,,,397,118.272,one_point,6,6,0.864,0.201,22,,,,1232,95.768,one_point,5,6,0.887,0.232,28
399,82.239,0,6,3,0.864,0.201,1,,,398,100.325,one_point,6,6,0.852,0.163,22,,,,1065,95.786,uniform,5,6,0.926,0.202,26
400,127.385,0,6,3,0.849,0.231,2,,,399,82.239,one_point,6,6,0.864,0.201,22,,,,334,95.87,uniform,4,4,0.945,0.204,28
401,102.615,0,5,3,0.847,0.242,2,,,400,127.385,one_point,6,6,0.849,0.231,24,,,,260,95.927,uniform,4,6,0.85,0.275,22
402,63.904,0,5,3,0.847,0.231,2,,,401,102.615,one_point,5,6,0.847,0.242,24,,,,691,95.942,uniform,5,6,0.849,0.113,28
403,77.088,0,5,3,0.846,0.113,2,,,402,63.904,one_point,5,6,0.847,0.231,24,,,,768,95.944,one_point,5,6,0.938,0.105,26
404,108.704,0,5,3,0.846,0.242,2,,,403,77.088,one_point,5,6,0.846,0.113,24,,,,273,95.956,one_point,5,6,0.856,0.109,28
405,94.7,0,5,3,0.845,0.243,2,,,404,108.704,one_point,5,6,0.846,0.242,24,,,,1253,95.956,one_point,5,6,0.94,0.232,22
406,101.663,0,5,3,0.868,0.193,1,,,405,94.7,one_point,5,6,0.845,0.243,24,,,,642,95.961,one_point,4,6,0.849,0.105,24
407,123.53,0,5,3,0.872,0.208,1,,,406,101.663,one_point,5,6,0.868,0.193,22,,,,892,96.007,two_point,5,6,0.936,0.105,22
408,85.513,0,5,3,0.845,0.227,1,,,407,123.53,one_point,5,6,0.872,0.208,22,,,,455,96.04,two_point,5,6,0.832,0.124,28
409,102.855,0,5,3,0.843,0.226,1,,,408,85.513,one_point,5,6,0.845,0.227,22,,,,594,96.045,two_point,5,6,0.92,0.268,24
410,93.271,0,5,3,0.843,0.243,1,,,409,102.855,one_point,5,6,0.843,0.226,22,,,,39,96.05,one_point,3,6,0.843,0.278,30
411,91.629,0,6,2,0.843,0.227,1,,,410,93.271,one_point,5,6,0.843,0.243,22,,,,478,96.052,two_point,4,6,0.82,0.112,28
412,108.066,0,6,3,0.843,0.232,1,,,411,91.629,one_point,6,4,0.843,0.227,22,,,,1280,96.058,one_point,5,6,0.923,0.11,28
413,119.664,0,6,2,0.805,0.233,1,,,412,108.066,one_point,6,6,0.843,0.232,22,,,,636,96.064,one_point,5,6,0.833,0.231,28
414,104.019,0,6,2,0.838,0.225,1,,,413,119.664,one_point,6,4,0.805,0.233,22,,,,1322,96.1,one_point,5,6,0.912,0.127,28
415,97.333,0,6,2,0.839,0.233,1,,,414,104.019,one_point,6,4,0.838,0.225,22,,,,1024,96.118,one_point,3,6,0.851,0.103,26
416,121.37,0,6,2,0.839,0.23,5,,,415,97.333,one_point,6,4,0.839,0.233,22,,,,1131,96.159,two_point,5,6,0.846,0.208,24
417,114.509,0,6,2,0.805,0.231,5,,,416,121.37,one_point,6,4,0.839,0.23,30,,,,388,96.16,uniform,5,6,0.822,0.211,26
418,81.82,1,6,3,0.847,0.235,4,,,417,114.509,one_point,6,4,0.805,0.231,30,,,,176,96.169,uniform,5,6,0.858,0.195,22
419,82.22,0,6,3,0.848,0.235,5,,,418,81.82,two_point,6,6,0.847,0.235,28,,,,257,96.228,one_point,3,6,0.86,0.284,28
420,105.639,1,6,3,0.835,0.206,5,,,419,82.22,one_point,6,6,0.848,0.235,30,,,,979,96.275,one_point,5,6,0.855,0.193,22
421,114.594,1,6,3,0.848,0.116,4,,,420,105.639,two_point,6,6,0.835,0.206,30,,,,1040,96.295,one_point,5,6,0.853,0.202,26
422,99.317,1,6,3,0.849,0.115,4,,,421,114.594,two_point,6,6,0.848,0.116,28,,,,559,96.313,uniform,6,6,0.831,0.109,28
423,72.725,1,6,3,0.835,0.115,4,,,422,99.317,two_point,6,6,0.849,0.115,28,,,,136,96.354,one_point,6,6,0.872,0.289,22
424,78.148,1,6,3,0.835,0.113,4,,,423,72.725,two_point,6,6,0.835,0.115,28,,,,297,96.369,one_point,5,6,0.848,0.279,22
425,107.945,1,5,3,0.848,0.238,4,,,424,78.148,two_point,6,6,0.835,0.113,28,,,,1228,96.422,one_point,5,6,0.889,0.237,28
426,121.861,1,5,3,0.848,0.238,4,,,425,107.945,two_point,5,6,0.848,0.238,28,,,,694,96.458,one_point,4,6,0.831,0.123,22
427,82.324,1,5,3,0.848,0.237,4,,,426,121.861,two_point,5,6,0.848,0.238,28,,,,688,96.461,uniform,5,6,0.95,0.1,28
428,117.871,1,5,3,0.85,0.238,4,,,427,82.324,two_point,5,6,0.848,0.237,28,,,,1185,96.475,two_point,5,6,0.908,0.214,28
429,127.236,1,5,3,0.946,0.238,4,,,428,117.871,two_point,5,6,0.85,0.238,28,,,,1362,96.476,one_point,4,6,0.813,0.22,28
430,98.425,1,5,3,0.832,0.125,4,,,429,127.236,two_point,5,6,0.946,0.238,28,,,,836,96.484,one_point,5,6,0.915,0.208,26
431,104.502,1,5,3,0.836,0.121,4,,,430,98.425,two_point,5,6,0.832,0.125,28,,,,1081,96.554,one_point,5,6,0.937,0.227,26
432,89.243,1,5,3,0.834,0.119,4,,,431,104.502,two_point,5,6,0.836,0.121,28,,,,483,96.69,uniform,4,6,0.924,0.113,28
433,76.461,1,5,3,0.832,0.118,4,,,432,89.243,two_point,5,6,0.834,0.119,28,,,,83,96.707,one_point,4,6,0.88,0.223,26
434,72.718,1,5,3,0.835,0.121,4,,,433,76.461,two_point,5,6,0.832,0.118,28,,,,1031,96.787,one_point,5,6,0.942,0.185,24
435,106.507,1,5,3,0.836,0.125,4,,,434,72.718,two_point,5,6,0.835,0.121,28,,,,1208,96.854,two_point,5,6,0.843,0.11,24
436,121.123,1,6,3,0.834,0.119,4,,,435,106.507,two_point,5,6,0.836,0.125,28,,,,1371,96.898,one_point,5,6,0.917,0.206,22
437,111.298,1,2,3,0.834,0.113,4,,,436,121.123,two_point,6,6,0.834,0.119,28,,,,552,96.901,uniform,5,6,0.826,0.117,20
438,118.161,1,5,3,0.828,0.115,4,,,437,111.298,two_point,2,6,0.834,0.113,28,,,,1315,96.918,one_point,5,6,0.941,0.107,26
439,106.966,1,5,3,0.83,0.114,4,,,438,118.161,two_point,5,6,0.828,0.115,28,,,,985,96.927,one_point,5,6,0.871,0.209,26
440,130.408,1,5,3,0.83,0.113,4,,,439,106.966,two_point,5,6,0.83,0.114,28,,,,59,96.963,one_point,5,6,0.875,0.193,24
441,108.294,1,5,3,0.829,0.114,4,,,440,130.408,two_point,5,6,0.83,0.113,28,,,,291,96.975,two_point,6,6,0.867,0.11,22
442,90.559,1,5,3,0.83,0.111,4,,,441,108.294,two_point,5,6,0.829,0.114,28,,,,73,97.261,uniform,5,4,0.92,0.236,28
443,88.195,1,5,3,0.827,0.114,4,,,442,90.559,two_point,5,6,0.83,0.111,28,,,,1257,97.275,uniform,5,6,0.94,0.264,22
444,128.048,1,5,3,0.829,0.12,4,,,443,88.195,two_point,5,6,0.827,0.114,28,,,,1000,97.328,one_point,5,6,0.814,0.198,24
445,99.432,1,5,3,0.837,0.111,4,,,444,128.048,two_point,5,6,0.829,0.12,28,,,,415,97.333,one_point,6,4,0.839,0.233,22
446,149.534,1,5,3,0.836,0.12,4,,,445,99.432,two_point,5,6,0.837,0.111,28,,,,251,97.384,one_point,5,6,0.86,0.211,28
447,97.647,1,5,3,0.9,0.121,4,,,446,149.534,two_point,5,6,0.836,0.12,28,,,,1140,97.572,two_point,5,6,0.839,0.211,24
448,93.034,1,5,3,0.836,0.12,4,,,447,97.647,two_point,5,6,0.9,0.121,28,,,,1060,97.602,one_point,5,6,0.934,0.209,26
449,122.269,1,5,3,0.902,0.12,4,,,448,93.034,two_point,5,6,0.836,0.12,28,,,,1252,97.603,one_point,5,6,0.918,0.225,22
450,88.712,1,5,3,0.836,0.12,4,,,449,122.269,two_point,5,6,0.902,0.12,28,,,,725,97.621,uniform,5,6,0.944,0.103,28
451,85.271,1,5,3,0.901,0.124,4,,,450,88.712,two_point,5,6,0.836,0.12,28,,,,447,97.647,two_point,5,6,0.9,0.121,28
452,140.419,1,5,3,0.833,0.124,4,,,451,85.271,two_point,5,6,0.901,0.124,28,,,,224,97.658,one_point,6,6,0.848,0.3,20
453,94.965,1,5,3,0.893,0.109,4,,,452,140.419,two_point,5,6,0.833,0.124,28,,,,801,97.68,one_point,5,6,0.925,0.248,26
454,83.225,1,5,3,0.833,0.127,4,,,453,94.965,two_point,5,6,0.893,0.109,28,,,,1151,97.697,two_point,5,6,0.848,0.205,20
455,96.04,1,5,3,0.832,0.124,4,,,454,83.225,two_point,5,6,0.833,0.127,28,,,,469,97.723,two_point,4,6,0.841,0.11,28
456,89.902,1,5,3,0.832,0.107,4,,,455,96.04,two_point,5,6,0.832,0.124,28,,,,283,97.777,one_point,3,6,0.841,0.281,26
457,65.91,1,4,3,0.84,0.109,4,,,456,89.902,two_point,5,6,0.832,0.107,28,,,,646,97.785,one_point,2,6,0.826,0.105,24
458,123.257,1,5,3,0.84,0.117,4,,,457,65.91,two_point,4,6,0.84,0.109,28,,,,1062,97.848,one_point,5,6,0.934,0.113,26
459,85.336,1,5,3,0.841,0.3,2,,,458,123.257,two_point,5,6,0.84,0.117,28,,,,547,97.857,uniform,4,6,0.832,0.117,28
460,112.882,1,5,3,0.839,0.211,2,,,459,85.336,two_point,5,6,0.841,0.3,24,,,,1247,97.872,one_point,5,4,0.936,0.108,26
461,150.364,1,5,3,0.826,0.107,2,,,460,112.882,two_point,5,6,0.839,0.211,24,,,,171,97.89,uniform,5,6,0.842,0.192,20
462,108.383,0,5,3,0.824,0.117,2,,,461,150.364,two_point,5,6,0.826,0.107,24,,,,1317,97.93,one_point,5,6,0.941,0.106,26
463,112.463,1,3,3,0.841,0.107,2,,,462,108.383,one_point,5,6,0.824,0.117,24,,,,1430,97.973,two_point,5,6,0.938,0.12,24
464,117.466,1,4,3,0.838,0.109,2,,,463,112.463,two_point,3,6,0.841,0.107,24,,,,1353,98.021,uniform,5,6,0.847,0.217,26
465,76.391,1,4,3,0.825,0.108,4,,,464,117.466,two_point,4,6,0.838,0.109,24,,,,286,98.03,one_point,6,6,0.843,0.298,26
466,125.927,1,4,3,0.838,0.108,4,,,465,76.391,two_point,4,6,0.825,0.108,28,,,,1028,98.03,one_point,3,6,0.911,0.1,24
467,100.641,1,4,3,0.838,0.109,4,,,466,125.927,two_point,4,6,0.838,0.108,28,,,,577,98.048,two_point,5,6,0.818,0.251,24
468,135.038,1,3,3,0.842,0.11,4,,,467,100.641,two_point,4,6,0.838,0.109,28,,,,1133,98.068,two_point,5,6,0.842,0.204,24
469,97.723,1,4,3,0.841,0.11,4,,,468,135.038,two_point,3,6,0.842,0.11,28,,,,1449,98.074,uniform,5,6,0.84,0.203,26
470,99.199,1,4,3,0.839,0.1,4,,,469,97.723,two_point,4,6,0.841,0.11,28,,,,961,98.159,one_point,5,6,0.871,0.198,24
471,101.174,1,3,3,0.842,0.1,4,,,470,99.199,two_point,4,6,0.839,0.1,28,,,,72,98.188,uniform,5,4,0.925,0.238,28
472,82.2,1,4,3,0.824,0.1,4,,,471,101.174,two_point,3,6,0.842,0.1,28,,,,113,98.231,one_point,5,6,0.878,0.283,28
473,106.924,1,3,3,0.825,0.104,4,,,472,82.2,two_point,4,6,0.824,0.1,28,,,,497,98.268,one_point,5,6,0.831,0.106,24
474,129.294,1,4,3,0.826,0.254,4,,,473,106.924,two_point,3,6,0.825,0.104,28,,,,927,98.304,two_point,5,6,0.839,0.11,26
475,114.096,1,4,3,0.827,0.255,4,,,474,129.294,two_point,4,6,0.826,0.254,28,,,,496,98.347,one_point,5,6,0.831,0.129,28
476,132.028,1,4,3,0.825,0.103,4,,,475,114.096,two_point,4,6,0.827,0.255,28,,,,861,98.383,one_point,5,6,0.941,0.207,26
477,92.665,1,4,3,0.819,0.116,4,,,476,132.028,two_point,4,6,0.825,0.103,28,,,,996,98.385,one_point,5,6,0.919,0.222,30
478,96.052,1,4,3,0.82,0.112,4,,,477,92.665,two_point,4,6,0.819,0.116,28,,,,679,98.394,two_point,5,6,0.946,0.292,22
479,103.305,1,4,3,0.923,0.116,4,,,478,96.052,two_point,4,6,0.82,0.112,28,,,,430,98.425,two_point,5,6,0.832,0.125,28
480,147.313,1,4,3,0.821,0.116,4,,,479,103.305,two_point,4,6,0.923,0.116,28,,,,1468,98.468,uniform,5,6,0.931,0.124,24
481,108.668,1,4,3,0.83,0.111,4,,,480,147.313,two_point,4,6,0.821,0.116,28,,,,331,98.496,uniform,5,4,0.947,0.243,28
482,144.5,1,4,3,0.819,0.115,4,,,481,108.668,two_point,4,6,0.83,0.111,28,,,,177,98.54,one_point,5,6,0.863,0.196,24
483,96.69,2,4,3,0.924,0.113,4,,,482,144.5,two_point,4,6,0.819,0.115,28,,,,859,98.543,one_point,5,6,0.941,0.21,26
484,117.451,2,4,3,0.821,0.117,4,,,483,96.69,uniform,4,6,0.924,0.113,28,,,,785,98.591,one_point,5,6,0.933,0.148,26
485,48016.52,2,4,0,0.828,0.114,4,,,484,117.451,uniform,4,6,0.821,0.117,28,,,,538,98.665,uniform,6,6,0.846,0.124,28
486,116.896,2,5,2,0.935,0.294,4,,,485,48016.52,uniform,4,0,0.828,0.114,28,,,,1249,98.726,one_point,5,4,0.949,0.107,26
487,138.207,2,5,2,0.933,0.104,4,,,486,116.896,uniform,5,4,0.935,0.294,28,,,,1338,98.767,one_point,3,6,0.851,0.11,22
488,666696.808,2,2,0,0.836,0.292,4,,,487,138.207,uniform,5,4,0.933,0.104,28,,,,1091,98.786,one_point,5,6,0.945,0.216,26
489,645101.899,2,2,0,0.936,0.293,4,,,488,666696.808,uniform,2,0,0.836,0.292,28,,,,1251,98.827,one_point,5,6,0.919,0.1,22
490,24553.21,0,5,0,0.836,0.295,4,,,489,645101.899,uniform,2,0,0.936,0.293,28,,,,791,98.859,one_point,5,6,0.944,0.222,26
491,20990.198,0,5,0,0.835,0.294,4,,,490,24553.21,one_point,5,0,0.836,0.295,28,,,,879,98.869,one_point,5,6,0.95,0.206,26
492,104.74,0,2,3,0.835,0.104,2,,,491,20990.198,one_point,5,0,0.835,0.294,28,,,,706,98.924,two_point,5,6,0.841,0.105,24
493,75.551,0,5,3,0.831,0.105,2,,,492,104.74,one_point,2,6,0.835,0.104,24,,,,64,98.933,one_point,5,6,0.856,0.207,28
494,124.085,0,5,3,0.83,0.266,2,,,493,75.551,one_point,5,6,0.831,0.105,24,,,,248,98.938,one_point,5,6,0.87,0.106,26
495,82.919,0,5,3,0.833,0.131,2,,,494,124.085,one_point,5,6,0.83,0.266,24,,,,1017,99.022,one_point,5,6,0.845,0.201,22
496,98.347,0,5,3,0.831,0.129,4,,,495,82.919,one_point,5,6,0.833,0.131,24,,,,558,99.036,uniform,6,6,0.844,0.172,28
497,98.268,0,5,3,0.831,0.106,2,,,496,98.347,one_point,5,6,0.831,0.129,28,,,,1176,99.058,uniform,5,4,0.926,0.208,30
498,109.425,0,5,3,0.831,0.106,2,,,497,98.268,one_point,5,6,0.831,0.106,24,,,,776,99.074,one_point,5,6,0.941,0.1,26
499,87.036,0,6,3,0.833,0.106,2,,,498,109.425,one_point,5,6,0.831,0.106,24,,,,1243,99.078,one_point,5,6,0.92,0.239,28
500,100.288,0,6,3,0.83,0.106,2,,,499,87.036,one_point,6,6,0.833,0.106,24,,,,308,99.087,one_point,4,6,0.908,0.241,26
501,92.099,0,6,3,0.829,0.283,2,,,500,100.288,one_point,6,6,0.83,0.106,24,,,,1058,99.097,one_point,5,6,0.933,0.261,26
502,117.299,0,6,3,0.913,0.282,2,,,501,92.099,one_point,6,6,0.829,0.283,24,,,,1239,99.158,one_point,5,6,0.91,0.241,28
503,108.765,0,6,3,0.816,0.107,2,,,502,117.299,one_point,6,6,0.913,0.282,24,,,,1399,99.158,two_point,5,6,0.929,0.226,28
504,110.958,1,6,1,0.912,0.108,2,,,503,108.765,one_point,6,6,0.816,0.107,24,,,,470,99.199,two_point,4,6,0.839,0.1,28
505,268.057,1,6,1,0.828,0.284,2,,,504,110.958,two_point,6,2,0.912,0.108,24,,,,1299,99.219,one_point,4,6,0.939,0.101,26
506,90.966,1,6,3,0.815,0.25,2,,,505,268.057,two_point,6,2,0.828,0.284,24,,,,799,99.274,one_point,5,6,0.934,0.253,26
507,166.62,1,6,1,0.81,0.248,2,,,506,90.966,two_point,6,6,0.815,0.25,24,,,,1364,99.28,two_point,4,6,0.936,0.213,28
508,123.528,1,6,3,0.888,0.112,2,,,507,166.62,two_point,6,2,0.81,0.248,24,,,,773,99.296,one_point,5,6,0.942,0.104,26
509,137.504,1,6,1,0.844,0.11,2,,,508,123.528,two_point,6,6,0.888,0.112,24,,,,213,99.315,one_point,6,6,0.862,0.208,26
510,138.174,1,6,3,0.94,0.111,2,,,509,137.504,two_point,6,2,0.844,0.11,24,,,,422,99.317,two_point,6,6,0.849,0.115,28
511,235.421,1,3,3,0.843,0.11,3,,,510,138.174,two_point,6,6,0.94,0.111,24,,,,325,99.342,uniform,6,6,0.827,0.232,28
512,110.588,0,3,3,0.941,0.111,3,,,511,235.421,two_point,3,6,0.843,0.11,26,,,,445,99.432,two_point,5,6,0.837,0.111,28
513,79.75,0,3,3,0.942,0.103,3,,,512,110.588,one_point,3,6,0.941,0.111,26,,,,1225,99.45,one_point,5,6,0.892,0.238,28
514,107.923,0,3,3,0.824,0.289,3,,,513,79.75,one_point,3,6,0.942,0.103,26,,,,128,99.465,one_point,6,6,0.861,0.294,22
515,118.821,0,3,3,0.939,0.102,3,,,514,107.923,one_point,3,6,0.824,0.289,26,,,,1038,99.58,one_point,5,6,0.906,0.269,26
516,82.268,0,3,3,0.823,0.297,3,,,515,118.821,one_point,3,6,0.939,0.102,26,,,,770,99.606,one_point,5,6,0.941,0.105,26
517,89.039,0,3,3,0.892,0.299,3,,,516,82.268,one_point,3,6,0.823,0.297,26,,,,762,99.617,one_point,5,6,0.943,0.101,26
518,122.836,0,5,3,0.838,0.103,3,,,517,89.039,one_point,3,6,0.892,0.299,26,,,,1115,99.669,two_point,5,6,0.941,0.209,26
519,127.908,0,5,3,0.838,0.297,5,,,518,122.836,one_point,5,6,0.838,0.103,26,,,,893,99.691,two_point,5,6,0.939,0.106,26
520,155.209,0,5,2,0.837,0.275,5,,,519,127.908,one_point,5,6,0.838,0.297,30,,,,166,99.724,one_point,3,6,0.868,0.1,20
521,186.135,0,5,2,0.837,0.114,5,,,520,155.209,one_point,5,4,0.837,0.275,30,,,,818,99.767,one_point,5,4,0.943,0.232,26
522,143.148,0,5,2,0.837,0.219,5,,,521,186.135,one_point,5,4,0.837,0.114,30,,,,1312,99.93,uniform,5,6,0.932,0.223,20
523,147.508,0,5,2,0.838,0.221,1,,,522,143.148,one_point,5,4,0.837,0.219,30,,,,1019,100.001,one_point,5,6,0.858,0.108,22
524,194.55,0,5,2,0.839,0.274,5,,,523,147.508,one_point,5,4,0.838,0.221,22,,,,807,100.012,one_point,5,6,0.942,0.245,26
525,166.673,2,5,2,0.837,0.221,5,,,524,194.55,one_point,5,4,0.839,0.274,30,,,,721,100.217,uniform,5,6,0.94,0.103,28
526,89.055,2,5,2,0.841,0.135,1,,,525,166.673,uniform,5,4,0.837,0.221,30,,,,500,100.288,one_point,6,6,0.83,0.106,24
527,76.31,2,5,3,0.843,0.118,4,,,526,89.055,uniform,5,4,0.841,0.135,22,,,,134,100.308,one_point,6,6,0.86,0.294,22
528,81.04,2,5,3,0.844,0.114,4,,,527,76.31,uniform,5,6,0.843,0.118,28,,,,398,100.325,one_point,6,6,0.852,0.163,22
529,69.342,2,5,3,0.843,0.117,4,,,528,81.04,uniform,5,6,0.844,0.114,28,,,,1422,100.325,uniform,5,6,0.923,0.1,26
530,85.908,2,6,3,0.93,0.288,4,,,529,69.342,uniform,5,6,0.843,0.117,28,,,,1002,100.395,one_point,5,6,0.876,0.219,24
531,117.794,2,6,3,0.842,0.288,4,,,530,85.908,uniform,6,6,0.93,0.288,28,,,,782,100.468,one_point,5,6,0.939,0.11,26
532,77.961,2,6,3,0.845,0.118,4,,,531,117.794,uniform,6,6,0.842,0.288,28,,,,1471,100.499,uniform,5,6,0.928,0.112,24
533,91.331,2,6,3,0.845,0.125,4,,,532,77.961,uniform,6,6,0.845,0.118,28,,,,392,100.531,uniform,6,6,0.919,0.215,26
534,133.169,2,6,3,0.843,0.119,4,,,533,91.331,uniform,6,6,0.845,0.125,28,,,,186,100.57,one_point,6,6,0.854,0.139,24
535,119.393,2,6,3,0.842,0.124,4,,,534,133.169,uniform,6,6,0.843,0.119,28,,,,1269,100.57,one_point,5,6,0.928,0.103,28
536,110.917,2,6,3,0.842,0.119,4,,,535,119.393,uniform,6,6,0.842,0.124,28,,,,1226,100.615,one_point,5,6,0.889,0.229,28
537,113.135,2,6,3,0.842,0.119,4,,,536,110.917,uniform,6,6,0.842,0.119,28,,,,164,100.622,one_point,6,6,0.867,0.118,28
538,98.665,2,6,3,0.846,0.124,4,,,537,113.135,uniform,6,6,0.842,0.119,28,,,,467,100.641,two_point,4,6,0.838,0.109,28
539,130.768,2,6,3,0.845,0.121,4,,,538,98.665,uniform,6,6,0.846,0.124,28,,,,1268,100.663,one_point,5,6,0.853,0.102,28
540,89.967,2,5,3,0.844,0.128,4,,,539,130.768,uniform,6,6,0.845,0.121,28,,,,833,100.677,one_point,5,6,0.928,0.104,26
541,107.597,2,5,3,0.834,0.127,4,,,540,89.967,uniform,5,6,0.844,0.128,28,,,,660,100.73,uniform,5,6,0.843,0.108,20
542,117.176,2,5,3,0.846,0.124,4,,,541,107.597,uniform,5,6,0.834,0.127,28,,,,903,100.768,one_point,5,6,0.807,0.112,26
543,119.861,2,5,3,0.846,0.125,4,,,542,117.176,uniform,5,6,0.846,0.124,28,,,,911,100.772,one_point,5,6,0.934,0.209,22
544,174.218,2,4,3,0.834,0.117,4,,,543,119.861,uniform,5,6,0.846,0.125,28,,,,1043,100.779,one_point,5,6,0.854,0.227,26
545,104.79,2,4,3,0.835,0.126,4,,,544,174.218,uniform,4,6,0.834,0.117,28,,,,68,100.825,one_point,5,6,0.859,0.182,28
546,194.059,2,4,3,0.835,0.116,4,,,545,104.79,uniform,4,6,0.835,0.126,28,,,,986,100.834,one_point,5,6,0.875,0.161,26
547,97.857,2,4,3,0.832,0.117,4,,,546,194.059,uniform,4,6,0.835,0.116,28,,,,114,100.918,two_point,5,6,0.863,0.209,28
548,82.463,2,4,3,0.841,0.116,4,,,547,97.857,uniform,4,6,0.832,0.117,28,,,,1141,100.943,two_point,5,6,0.847,0.215,24
549,148.631,2,4,3,0.84,0.116,4,,,548,82.463,uniform,4,6,0.841,0.116,28,,,,1215,101.106,one_point,5,6,0.945,0.209,26
