number,value,crossover_type,k,n_elites,p_crossover_max,p_crossover_min,pop_size,rosenbrock_mean,salomon_mean,whitley_mean
2079,32.05518955384303,one_point,3,2,0.8782511047208413,0.25270622607989124,30,35.20181073126884,0.2798733458799898,60.68388458438024
1059,32.072044808180074,uniform,3,2,0.8389333988520478,0.21616352681588924,30,45.35718746655135,0.29987334613083927,50.559073611858025
519,32.12166037057685,one_point,3,2,0.8363675170233726,0.2630048686097237,30,30.587425812961943,0.2598733473590725,65.51768195140953
1591,32.12253993831361,one_point,3,2,0.8980445752463978,0.257370050147793,26,30.913229522048102,0.2998733470188548,65.15451694587387
200,32.141738418931645,uniform,5,4,0.9464276524322003,0.2626888020038112,20,27.604342861111228,0.33987334615783016,68.48099904952588
545,32.14495617623897,two_point,3,2,0.9086600014592114,0.28546697920199826,30,33.21987235009969,0.3398733460350963,62.875122832582136
1972,32.17889379191351,one_point,3,4,0.8550113574315832,0.11960907374630744,30,30.857626411963288,0.2998733459567656,65.37918161782048
1592,32.294628887720044,one_point,3,2,0.9003384444745686,0.2507401559204138,26,31.91962487566075,0.27987334755140125,64.68438843994797
919,32.332901424234215,one_point,3,6,0.9012860091153386,0.268900087703511,20,13.859539730125665,0.25987334611463925,82.87929119646235
423,32.37869463479171,uniform,3,6,0.8466870352549423,0.2562498351572688,28,27.299859660790332,0.319873346025494,69.51635089755928
896,32.436481543270354,one_point,3,6,0.8925481928266069,0.2029588503251892,22,35.19371226066285,0.3398733497848843,61.77585901936334
1358,32.44134748005037,one_point,4,4,0.8759918258040974,0.24247795036490277,30,29.884945109924836,0.33987334603509556,67.09922398419117
1669,32.46532221497443,one_point,3,2,0.8064836862658833,0.25744789006347235,22,46.35909575420637,0.3398733464591168,50.6969975442578
1463,32.4805457728033,one_point,3,2,0.8791790500409217,0.24942103996636952,30,35.48258439417618,0.27987337600071455,61.679179548233
1861,32.517258594651544,two_point,3,4,0.8849581777391838,0.11883848764766836,30,29.795811996785933,0.21987334597670602,67.53609044119199
934,32.540261037532055,uniform,3,2,0.8283328460215368,0.2724455166645353,30,37.50566321419168,0.27987334650569784,59.835246551898784
1609,32.56019941099404,two_point,3,4,0.8927705177832663,0.24627643202195781,30,55.30594595344827,0.2598733461099028,42.11477893342392
1499,32.56203694302284,one_point,3,2,0.8837392425200328,0.24722431821483795,30,47.08196952246799,0.2798733464821555,50.32426796011837
82,32.59167649567459,uniform,4,4,0.8597293971905464,0.1324187274675599,20,40.86468146217659,0.3198733459101129,56.59047467893706
389,32.59472358695239,two_point,3,2,0.8977882511404445,0.24157364134669113,26,26.61026932764638,0.27987334657705637,70.89402808663372
487,32.60742822379549,uniform,3,2,0.9122722325518938,0.26595022603257384,30,42.45054323616028,0.27987334876212105,55.091868086464046
1945,32.73948159902323,one_point,3,4,0.8760888668028477,0.1799646837056459,24,31.575369677123454,0.2798733469505054,66.36320177299572
198,32.742276648778166,uniform,5,4,0.8324818414923615,0.2618080139479186,24,13.495103020212103,0.27987334588490886,84.4518535802375
1291,32.7500948291921,one_point,3,2,0.8586981844066449,0.23368202206187447,30,30.086005140960168,0.21987334595326927,67.94440600066287
1446,32.80142319337038,one_point,3,2,0.887537038401662,0.24778548347081125,30,47.48238771577016,0.25987334867701295,50.66200851566398
1932,32.81376528214643,one_point,3,4,0.8849618100428731,0.11960159484844363,30,48.18985832461962,0.3798733459408414,49.871564175878824
1049,32.84362841347673,one_point,3,2,0.844611669098175,0.2580150907520225,22,53.73186145164205,0.27987334760576665,44.51915044118239
2098,32.85868207306311,two_point,3,2,0.8860541393917069,0.2674460402084771,26,49.09689138069123,0.2798733480496868,49.1992814904484
2065,32.88709008895518,uniform,3,2,0.8934941823967276,0.23844695842745853,30,37.85393339011682,0.25987334709857973,60.547463529650145
1672,32.923651488249114,two_point,3,2,0.8068078934131436,0.25798046147606674,24,39.541797959850314,0.2398733463601647,58.98928315853688
1004,32.92714851751442,uniform,3,6,0.8468474471981734,0.21731012252290902,22,37.081917481511724,0.29987334597982396,61.39965472505172
1456,32.95169521129905,one_point,4,2,0.8913609581433182,0.22004761432650344,30,31.13685235650421,0.2998733461179335,67.41835993127499
326,33.019027557523266,one_point,3,2,0.906953520061734,0.20882840525040894,30,47.11120642552388,0.29987334597238235,51.646002901073544
1590,33.03341866356654,one_point,3,2,0.8967003267445394,0.2554814363589303,26,47.996296261420696,0.27987334599707914,50.82408638328185
1292,33.04534137769977,one_point,3,2,0.8271398680887657,0.23419732535297694,30,38.0717498390552,0.29987334740024263,60.764400946643875
1111,33.052030056658985,one_point,3,4,0.9218103721561748,0.28309007970831096,30,31.05182597512075,0.259873348123162,67.84439084673305
770,33.061426456659326,two_point,3,2,0.9074508954900558,0.2660408651983695,30,46.28830670198498,0.2798733470074757,52.61609932098552
2104,33.07014961618104,two_point,3,2,0.8949712095382617,0.2304284910809532,22,28.232760087901152,0.29987334626760626,70.67781541437436
553,33.114113125770864,two_point,3,2,0.9201929865812525,0.27819568118207816,30,30.874954769355497,0.23987334794268378,68.22751126001441
977,33.12732579790609,one_point,2,4,0.8962426528300986,0.17215582022562625,30,37.24529204347503,0.2598733461066311,61.8768120041366
538,33.14872815356326,two_point,3,2,0.9083253817569186,0.2725631284709183,30,44.28266406187699,0.2798733468429389,54.88364705196985
303,33.20324849911858,uniform,3,2,0.9108778643880642,0.16287128124062772,30,41.988008799592606,0.25987334609319324,57.361863351669946
301,33.212693554414955,one_point,4,2,0.9001180851406863,0.14818034108560466,30,49.941923125609925,0.29987334603889565,49.39628419159605
184,33.21811312659407,uniform,5,4,0.8342025591682359,0.12867348253026353,20,35.10079792547588,0.31987334605464696,64.23366810825169
578,33.2463025444842,one_point,3,2,0.912351497056252,0.2725537198976142,28,48.4201884471777,0.23987336292148037,51.07884582335343
1465,33.27066451898523,one_point,3,2,0.8776406167269767,0.24847199019061222,30,40.62284399687231,0.25987334598555245,58.92927621409781
1078,33.30718981780948,one_point,3,2,0.9115020884419774,0.26515837362938,28,35.77272343087322,0.2598733482998775,63.888972674255356
861,33.3800679618339,two_point,3,2,0.8930117258513649,0.11282963747704759,26,55.78475253329501,0.23987334642355324,44.11557800578315
1791,33.384733350336454,two_point,5,2,0.814648261890038,0.23421697608909578,30,40.65450219344755,0.21987334595849423,59.279824511603316
2097,33.4104514821365,two_point,3,2,0.8726430995898424,0.2668715113946886,26,46.20046097444414,0.27987334588941065,53.75102012607596
1720,33.42774604144064,one_point,3,4,0.8581865915792772,0.25327516409169526,30,29.332912743680577,0.25987337008270656,70.69045201055864
1077,33.448027634727204,one_point,3,2,0.9197274156385234,0.26581361771333356,28,39.4775865953293,0.2798733459323686,60.58662296291995
1348,33.45191602559485,one_point,4,2,0.8791172259913768,0.23803553403039324,30,54.8738087803395,0.2598733465101781,45.22206594993486
1836,33.46167085253187,one_point,3,2,0.8811884185173792,0.11590336108780229,30,31.095588913312575,0.2398733468614373,69.04955029742159
231,33.46499687365968,two_point,3,6,0.8364004437692699,0.2601748781942136,28,13.740993003883062,0.339873347377012,86.31412426971896
1939,33.498417329562024,one_point,3,4,0.890966386823176,0.23736887501979104,30,27.42127550793132,0.2998733461549036,72.77410313459986
1583,33.51175193782387,one_point,3,2,0.8820445871556625,0.25707164816596484,30,47.64727798143862,0.23987334638660746,52.648104485646364
1542,33.523102348598165,one_point,3,2,0.881221615391113,0.2477993224695063,30,46.83234061976011,0.27987334774085815,53.45709307829351
581,33.535791330497126,one_point,3,2,0.906365479190485,0.26722695926774476,28,26.952453520464736,0.29987334651269515,73.35504712451396
1903,33.55588252747422,one_point,3,4,0.8831262442559678,0.11761315468190119,30,28.600353739633853,0.3398733464444013,71.72742049634441
1469,33.622300206868964,one_point,3,2,0.877737669531464,0.24392537947108334,30,39.67000542819078,0.2798733461402635,60.91702184627584
885,33.674691232215274,one_point,3,4,0.9200440316046681,0.2537487167143381,30,48.89466095165976,0.31987341610556785,51.8095393288805
1581,33.695913189082226,one_point,3,2,0.8819248103842584,0.2568166337017295,30,27.772995031002285,0.25987334793727657,73.0548711883071
2111,33.757854499683496,one_point,3,2,0.8811032735631193,0.25551918079672975,30,48.87466863487971,0.27987334607488357,52.119021518095884
546,33.82225949763822,two_point,3,2,0.9111196079183833,0.2845033098129627,30,49.87347425052326,0.25987334819548485,51.33343089419592
1147,33.86126728059917,one_point,3,4,0.862277912623672,0.2544847388363769,22,41.63045761077752,0.31987334617331653,59.633470884846666
1020,33.901197608154256,uniform,3,2,0.8578329426118716,0.20963597276575102,30,42.855850097219594,0.27987334604172653,58.56786938120145
870,33.902827307472535,two_point,3,4,0.916635866423074,0.2703488209628804,30,34.83685187266817,0.3398733477990999,66.53175670195033
437,34.00405991309075,uniform,3,6,0.9104646015654613,0.2620792955560753,28,40.901589249750224,0.28888606355411933,60.8217044259679
1126,34.014673970640175,uniform,3,2,0.8432800594219747,0.26183375371272755,28,51.088161365735836,0.23987334713940997,50.71598719904528
2158,34.02481934285354,one_point,4,2,0.8837552444694645,0.24259255868759397,30,36.314490471951004,0.2598733470411063,65.5000942095685
1755,34.03745818982116,two_point,2,2,0.8099663053628999,0.10643087378963034,30,43.377942850609834,0.25987334738317447,58.47455837147046
1852,34.043800302966126,one_point,3,4,0.8810613942765787,0.12256867805333259,20,49.37881477200027,0.27987334589928087,52.47271279099881
5,34.07051011263696,two_point,3,6,0.9149445899661959,0.1935105960956166,30,49.24960186122025,0.2398733459291759,52.72205513076146
529,34.07216505785528,one_point,3,2,0.9154765532436421,0.27655672433019407,26,48.851088102307905,0.3198733572641615,53.04553371399377
45,34.091264943731765,uniform,4,2,0.8685052208185285,0.2102670951581012,30,43.251524301768214,0.31987334605508205,58.702397183371986
506,34.15758658042452,one_point,3,2,0.9054838875017339,0.27398083816281055,30,51.49223999200632,0.23987334992085457,50.74064639934638
1188,34.25483018589117,uniform,3,2,0.8398199837709728,0.2775820995106077,22,29.101873964111054,0.25987334660567035,73.40274324695679
296,34.256013131876216,uniform,4,2,0.8955791450210753,0.17116078784590183,30,50.91141301405742,0.319873346093621,51.5367530354776
929,34.290423424815764,uniform,3,4,0.8851608868228584,0.23116440332207894,22,39.80296379277127,0.35987334594160375,62.70843313573441
1683,34.320627276692434,one_point,3,2,0.8684033849040084,0.24331855632842664,30,42.433730920755835,0.2598733464374922,60.26827756288397
2075,34.34086528270645,one_point,3,2,0.8829117014483189,0.2423246095642149,30,39.71580397800958,0.27987334620085924,63.02691852390892
1366,34.34600523850474,one_point,4,2,0.8879688190494207,0.2328712670177092,30,34.908752828685145,0.2398734125324915,67.88938947429658
528,34.40089700321824,one_point,3,2,0.9171709158641274,0.2749746144658931,26,44.2153924256571,0.27987334765131167,58.70742523634631
1781,34.50492692216319,one_point,3,2,0.8873930123911178,0.2644002586031288,22,51.63968739219382,0.279873346482481,51.595220027813276
1319,34.54239929589449,one_point,3,2,0.8976380398583167,0.24619340387358662,30,50.49971147227781,0.2598733464626916,52.86761306894299
1500,34.544921392362326,one_point,3,2,0.8843741357575047,0.2488765076720382,30,47.939628742584894,0.23987334629632745,55.45526208820576
1414,34.545243116510896,one_point,3,4,0.8893113518958381,0.22930157120273592,24,40.82653416515284,0.3198733462772575,62.48932183810259
971,34.56519410013691,uniform,3,2,0.9075560324730709,0.2622696445332046,30,45.45247302383724,0.2598733460114121,57.98323593056207
2020,34.64380495405917,one_point,3,2,0.8756460573170687,0.2630528882049651,24,50.6771280780881,0.2798733497518698,52.97441343433754
412,34.64624756518916,uniform,3,6,0.9074905177513684,0.25354599320022536,26,48.122985512963666,0.3198733604295737,55.49588382217422
648,34.6583459363478,two_point,3,2,0.8430949509915466,0.2106466281320861,22,49.12533892509755,0.23987334763377244,54.60982553631207
2070,34.70449066517569,two_point,3,2,0.8834157479425395,0.23891633760225245,30,39.832162603560164,0.2798733464804692,64.00143604548644
821,34.721797100660325,one_point,4,2,0.9012073105668914,0.2672638559062079,22,49.98946167394415,0.3398733458727661,53.836056282164066
579,34.73245538203167,one_point,3,6,0.845727436829055,0.2670460246248423,28,40.49219689803227,0.33987334631835564,63.36529590174437
1813,34.74096451300412,one_point,3,2,0.8886752329708121,0.2318074448962263,30,47.15495649373194,0.23987334602896454,56.82806369925146
862,34.7598864123438,two_point,3,2,0.9107304331611898,0.10700869218129183,26,35.900939363795814,0.2798733591147722,68.09884651412082
1373,34.78260383538479,one_point,4,2,0.8813047161232075,0.24240129623973955,30,52.52500332223417,0.2998733459286804,51.52293483799152
1423,34.8242319261012,one_point,3,4,0.8860358697554875,0.23251638524137633,30,48.6237629251781,0.3398733465366424,55.50905950658885
845,34.829788666615194,one_point,4,2,0.9229620823196065,0.2545898320884286,28,34.90065554383426,0.27987334604445235,69.30883710996687
681,34.874225383647996,two_point,3,2,0.8989159658384476,0.2483168068472811,30,51.11122909506779,0.2398733503998774,53.271573705476314
1828,34.89923151994072,two_point,3,2,0.9015790129411487,0.26037897068286964,26,56.38844349121773,0.2998733463296538,48.009377722274785
1556,34.90387677613476,one_point,3,2,0.8895255921792184,0.24014711492304108,30,57.131835563209236,0.2598733466942628,47.31992141850079
876,34.917695665276284,one_point,3,6,0.9159792204022957,0.2595937342688874,30,48.61895482897742,0.3198733459374464,55.814258820913984
140,34.93287512667907,uniform,6,6,0.8564316643882385,0.11215772080123491,20,56.26512390991452,0.3598733459686701,48.17362812415403
2022,34.962654407340786,one_point,3,2,0.873897387269047,0.2634279125316915,30,40.63596480197242,0.27987334618676746,63.97212507386318
502,34.996483117172346,one_point,3,2,0.9066076883862161,0.27976248632595446,30,37.20637119116796,0.25987334685449437,67.52320481349457
668,35.011476045161686,two_point,3,2,0.8326253826881704,0.19429632391599266,28,37.47415159687175,0.27987334710055023,67.28040319151276
1730,35.01662012352627,two_point,5,2,0.8845144757197617,0.22641163968907155,22,56.390708183336905,0.3798733467221992,48.27927884051972
1968,35.031524412189945,one_point,3,4,0.8803844991458053,0.11724550530139745,30,40.065591525930316,0.2798733460227525,64.74910836461676
2055,35.05372333028707,one_point,3,4,0.8897466128747096,0.12709784357791776,26,39.75435877363502,0.339873345986405,65.06693787123979
1709,35.08691301484125,one_point,3,2,0.8815922109794843,0.25852335181389036,26,50.62354962059546,0.2598733471445797,54.377316076783714
1943,35.09225432912911,one_point,3,4,0.8914364902926226,0.2365033687649125,24,39.05267824098504,0.3398733462569646,65.88421140014535
42,35.101976098965274,uniform,4,2,0.8690909491744934,0.2052209104729789,30,27.991646491861577,0.2598733464470743,77.05440845858716
1098,35.14708228291578,uniform,4,2,0.8358514279269934,0.24940258767492585,22,55.822174888362824,0.2998733459911437,49.31919861439337
865,35.17951214559144,two_point,3,2,0.911032651548025,0.22652197930484408,30,32.618026599173064,0.29987334620613226,72.62063649139512
1561,35.24018344073054,one_point,3,2,0.8845182654636106,0.24336201487252632,30,41.757129567040515,0.23987334601692023,63.72354740913418
1434,35.24713375702904,one_point,3,4,0.893226587079791,0.2239660622849019,30,47.07659177799924,0.2598733472395264,58.40493614584834
406,35.26029242770161,uniform,2,6,0.9075296810806244,0.27330886965754936,26,47.18989819419956,0.2998733465550944,58.29110574235017
1235,35.27570102568194,uniform,3,4,0.8293752224858134,0.2583787495340736,22,38.96732682290913,0.319873346474442,66.53990290766224
1001,35.31073975757182,uniform,3,6,0.846665410588757,0.22020869836179868,22,45.73812416167169,0.3798733459135533,59.8142217651302
998,35.31368526365614,uniform,3,2,0.8354009860091466,0.24889351664996434,20,53.97686523693309,0.27987335074726455,51.68431720328806
1266,35.319301263010686,one_point,3,2,0.9291865417546575,0.2151743053848612,30,57.03690970618227,0.25987339257976577,48.661120690270025
237,35.36597679857146,uniform,3,6,0.8728149738326053,0.1963953645247008,30,13.795015650213776,0.33987334624351717,91.9630413992571
330,35.38487741544976,one_point,3,2,0.9121822056426426,0.19947495874073481,30,42.209330695710115,0.2798733459250363,63.66542820471413
632,35.400702017164576,two_point,3,6,0.8348191392701443,0.22965695686843832,22,54.44450778699081,0.2998733461788835,51.457724918324026
1649,35.410492421769675,one_point,3,4,0.8921992768109966,0.26052234042868755,26,46.65837513690029,0.2798733498587939,59.29322877854994
1825,35.45554092759412,two_point,3,2,0.8921421077271795,0.2585911975424019,24,43.81433344791658,0.2998733461488428,62.25241598871695
343,35.480906078771504,two_point,6,2,0.9345765510789671,0.19192858912597022,20,51.66628598125119,0.33987334630389854,54.43655890875941
1698,35.52273884262927,one_point,3,2,0.9012958164924483,0.17085372770581597,30,51.56771855023847,0.23987334688069345,54.76062463076867
1926,35.546590956299944,two_point,5,4,0.8708457162840416,0.11285829497016726,30,49.86045665619361,0.3198733459877254,56.4594428667185
1646,35.55253805895475,two_point,3,4,0.8939426355876399,0.25798210314469455,26,50.16683820471182,0.29987334592232623,56.190902626230105
653,35.56725877439472,two_point,3,2,0.818082993701994,0.22240779780816838,22,50.83368749022212,0.2598733471441398,55.6082154858179
1902,35.57863408368712,one_point,6,4,0.8809026544691553,0.10692184057578986,30,57.668642414468195,0.299873346587321,48.767386490005855
236,35.607445408554774,two_point,3,6,0.9246243686417691,0.12092088858509711,20,53.421435731040106,0.39987334616243964,53.00102714846177
2009,35.65824997345991,one_point,6,2,0.8877476352311641,0.20191299270475926,30,48.60423278147455,0.33987334639710076,58.03064379250809
909,35.68653289116232,one_point,3,2,0.9076818485717484,0.26311968775236666,30,47.635931930317085,0.31987334677417467,59.103793396395716
2119,35.71941324393742,uniform,3,4,0.8773143121517465,0.23408411476007582,30,47.44935317734432,0.23987334646786657,59.46901320800006
1347,35.751012954989044,one_point,4,2,0.8857742281235973,0.23805294524718643,30,55.75913918725198,0.3398733460283302,51.15402633168682
1252,35.75369917766178,one_point,4,2,0.9190337496204672,0.21959130835820972,30,51.98292860293894,0.3398733459277202,54.93829558411868
641,35.78128783672298,two_point,3,2,0.857316364960527,0.22379120594685006,22,39.52622241337208,0.25987334616412083,67.55776775063275
1642,35.820340477905795,two_point,3,4,0.8962573230313327,0.2618250150460337,30,45.07858238384847,0.23987334630066534,62.142565703568245
498,35.82400201392562,one_point,3,2,0.9184194754841017,0.2732071990363616,30,48.95059737863895,0.23987334657997508,58.281535316557935
2007,35.85903718073363,one_point,5,4,0.8877735095436902,0.2484407569087322,30,56.530542264955855,0.3798733461607951,50.66669593108425
1687,35.86544454670956,one_point,3,2,0.9006449564071658,0.2627172871272085,30,45.52488169965742,0.29987334710215746,61.7715785933691
1374,35.86902321553017,one_point,4,2,0.8851793169974798,0.22753448630789397,30,49.339681231966175,0.27987334796505536,57.98751506665926
285,35.889202199881595,uniform,5,2,0.890958393161025,0.15309239739879418,20,53.55869784464572,0.27987334658107293,53.82903540841799
1089,35.90550874656133,two_point,3,2,0.8595081190245213,0.257332136411125,30,53.75908845650328,0.23987334888410228,53.71756443429662
880,35.94131187213884,one_point,3,4,0.9239186124214152,0.2604457451168522,30,55.266768575913396,0.3398733461045882,52.21729369439854
6,35.94174994706049,uniform,4,6,0.8425557641287774,0.24610746751983217,24,50.472808379526626,0.31987334669588413,57.03256811495894
1355,35.974453012794804,one_point,4,2,0.8768625932398215,0.22966411534940878,30,57.152662758335524,0.27987334608014997,50.490822933968744
1227,35.98661474497615,two_point,5,6,0.8981617579509603,0.2751272519563068,28,39.702666086671755,0.3198733459755435,67.93730480228115
650,35.992024037844565,two_point,3,2,0.8282536406058028,0.2209380731332315,22,34.12377175368199,0.2798733490671263,73.57242701078458
682,36.02291600407808,one_point,3,2,0.8415352270388996,0.24257146498723922,30,47.85740374055175,0.23987334637251095,59.97147092530996
367,36.03453153764354,uniform,3,2,0.8711994654882645,0.24728447993606817,26,42.109111408935576,0.27987334741080133,65.71460985658423
1306,36.04697097285853,one_point,3,2,0.8853960278509065,0.2545755907691841,30,59.33277918142924,0.27987334854668994,48.52826038859966
62,36.12768158557038,two_point,5,4,0.876060646883404,0.16671917916329612,28,29.14932544752826,0.31987334607351225,78.91384596310937
248,36.150185762506574,two_point,2,6,0.834578763325845,0.18772460024265417,30,44.33220508823264,0.33987334648265854,63.77847885280441
936,36.154270383980766,uniform,3,2,0.9040425879319335,0.2839341797334513,30,44.56118347444962,0.25987334646826077,63.641754331024416
120,36.156657132988926,one_point,5,4,0.8668026224596074,0.23392837216181467,30,43.18791001675835,0.29987334633904555,64.98218803586937
1880,36.18270133153325,one_point,6,4,0.8803291074163795,0.11212426510361014,30,46.840243429152835,0.43987334607978135,61.267987219367136
1545,36.18360726352691,one_point,3,2,0.8789583678187993,0.2358787222517038,20,47.601800443858046,0.27987334596799435,60.669148000754696
975,36.19346804908943,one_point,2,4,0.9245945039814635,0.28130986563168964,30,54.297226144492264,0.27987334746926124,54.00330465530676
244,36.27539039967362,uniform,3,4,0.8337193921130643,0.2589743897544856,28,54.71577152835416,0.31987334601342876,53.79052632465327
1139,36.277490035180506,two_point,3,2,0.9136258388007508,0.2614837602841069,30,53.31589063001252,0.2798733461554846,55.23670612937351
1102,36.28584976599908,uniform,4,0,0.8355149753909545,0.12818748220443732,24,21.317855500399517,0.4917912269970278,87.0479025706007
1300,36.29896921369359,one_point,3,2,0.8883623426341595,0.2562951704367984,30,55.75444940355062,0.25987334618574076,52.8825848913444
928,36.30603606225181,two_point,3,4,0.8882922876308476,0.19085142844171107,22,55.20407915637274,0.31987334606654605,53.39415568431616
1336,36.3107349416612,one_point,4,2,0.8851773664189185,0.23548353454484433,30,49.71154895766505,0.29987334600927223,58.9207825213093
961,36.34935858812287,one_point,3,6,0.8390197614962522,0.2528666353693779,22,49.340873449539984,0.299873346210374,59.407328968618245
297,36.37118539597561,uniform,4,2,0.8742133568810863,0.1764733599521123,30,49.95535100995943,0.2598733473128546,58.898331830654556
1262,36.39002507536588,one_point,3,6,0.9329976132567649,0.21458944515155604,30,56.90722504389928,0.29987334659667575,51.96297683560166
2030,36.430333972094154,one_point,3,4,0.896560010061067,0.24389789676245463,30,47.069249008454804,0.31987334624561325,61.90187956158204
745,36.43748164488892,two_point,3,6,0.8393215574639569,0.20586943315467687,28,58.65093850176737,0.3798733462217402,50.281633086677644
2095,36.509769008097386,one_point,3,2,0.8719420210824884,0.26694167893091464,30,59.10263645461164,0.23987334679429223,50.18679722288623
1145,36.51009567354882,two_point,3,4,0.9069065354331896,0.11497265861822088,22,58.50731564381117,0.31987334613178897,50.703098030703494
1691,36.560154093432125,one_point,3,2,0.819151941438204,0.2605724441593541,30,41.540032566397954,0.2398733464082526,67.90055636749017
879,36.56474422140005,one_point,3,4,0.9210053207661374,0.2589428046462733,30,34.159538955982214,0.319873346048135,75.21482036216979
2081,36.57492078243507,one_point,3,4,0.8778104258215361,0.11651444591597204,30,39.6347731159842,0.2798733463176869,69.81011588500333
354,36.58173895113373,one_point,3,4,0.9054745091585182,0.11437659103980172,30,36.43399800340652,0.2598733468671541,73.05134550312752
1436,36.60347602037371,one_point,3,4,0.8967246125183223,0.22724292579780647,30,45.11583436402488,0.31987334601721257,64.37472035107905
903,36.660040138458044,two_point,4,2,0.819364919097668,0.24642615759646805,26,51.183922255999484,0.3598733460002126,58.436324813374426
484,36.66290947000778,uniform,3,2,0.9144664897485133,0.2529901077189295,28,32.574693547030876,0.2798733491957519,77.13416151379671
582,36.670271805027646,one_point,3,2,0.9062183222842513,0.27284383372813054,28,43.93914514645445,0.2598733460022345,65.81179692262624
1907,36.714818108449705,one_point,6,4,0.8782479303803398,0.10496288763060295,30,48.7281807247633,0.29987334614137373,61.11640025444444
209,36.722980900254974,uniform,5,4,0.8387800543340063,0.26619191846859186,24,51.52361770267866,0.3798733464557308,58.26545165163053
866,36.74147759615596,two_point,3,2,0.8293974426418042,0.2246600944078112,30,48.30865540810636,0.27987334644833667,61.63590403391318
203,36.7540404908952,two_point,5,4,0.8479995907005505,0.2609826931104354,20,47.783088733651454,0.3198733468273077,62.15915939220683
1514,36.79618573408981,one_point,3,2,0.8803019860253822,0.2552049688079045,30,55.34389393854624,0.2598733458855913,54.7847899178376
1765,36.83557114816886,one_point,3,2,0.8932467438932888,0.2583456652737459,30,44.5373932718579,0.2998733462559214,65.66944682639276
1393,36.873300450943766,one_point,6,2,0.8957152324412795,0.23805244106308565,30,43.77304278875223,0.3198733461907985,66.52698521788828
590,36.89290625241576,one_point,3,2,0.8495829361017064,0.2597717333648231,30,61.83542485792346,0.2798733460782524,48.563420553245564
97,36.894908984668355,two_point,3,6,0.9463835047833724,0.1854742849487711,30,48.67556711617027,0.25987334713172483,61.749286490703085
15,36.969369148090834,uniform,5,4,0.8982273706605848,0.10052406571849874,28,49.891407277949035,0.3798733462880394,60.63682682003544
1128,36.979045611240025,uniform,3,2,0.8536629531732484,0.1495958968193457,26,64.56557023876691,0.2598733460451347,46.11169324890802
1779,36.992121777576976,one_point,3,2,0.8877839753617291,0.2645274119225048,22,49.337419743625055,0.2998733462841905,61.33907224282168
64,37.034825910916034,uniform,5,4,0.8756426639560466,0.104420969928018,28,53.5526992745234,0.35987335355107936,57.19190510467364
1577,37.0365229300634,one_point,3,2,0.8765224829433456,0.1169466494681053,22,52.31114055978604,0.29987334694183365,58.498554883462326
1099,37.04825872104668,uniform,3,2,0.9154502002616028,0.2486974560406537,22,52.072134253162474,0.2998733459888262,58.772768563988734
1977,37.081290525688864,one_point,3,4,0.8838106496665457,0.23630870438944032,30,55.32173622739782,0.27987334710497486,55.642262002563804
137,37.21030762419953,uniform,4,2,0.8736198310678025,0.201437684402489,30,61.33806767293491,0.29987334597431625,49.99298185368936
1398,37.222017947769906,one_point,4,2,0.882830404903336,0.24767456908658833,30,51.70581260686581,0.2798733462277546,59.68036789021615
1224,37.265171735720955,two_point,3,6,0.8380567918569723,0.13675259944950785,26,49.644365110583685,0.33987334649230005,61.81127675008688
368,37.33035161469892,uniform,3,2,0.8709832556740574,0.25546335321785973,28,38.50294249999752,0.23987334638895744,73.24823899771027
1186,37.368772840628125,uniform,3,6,0.8401603961342141,0.266487713682286,22,48.97295940577823,0.3798733526707335,62.753485763435414
1122,37.385253391356336,uniform,3,2,0.8871464043906,0.27707575973254805,20,42.11135110057279,0.31987334624101826,69.72453572725519
1658,37.43861159069686,one_point,3,2,0.8878459401311789,0.2515464929229372,30,50.64364034483698,0.2998733461245632,61.372321081129016
473,37.4959013592994,two_point,3,2,0.8379050382475928,0.246703527319901,28,36.315601219333516,0.2598733471197135,75.91222951144496
1406,37.56100343255963,one_point,3,4,0.8897206946573788,0.21843977674756845,30,47.693037061471756,0.29987334745441374,64.69009988875273
1279,37.569908559256476,uniform,3,4,0.8192933069535911,0.22581364226323294,22,57.31745868768466,0.23987336243545038,55.15239362764932
46,37.58757969826772,uniform,4,2,0.8490318071930484,0.18207319377274234,30,56.09441038448783,0.2798733460853138,56.38845536423001
1039,37.60377536424528,two_point,4,6,0.8325315923808051,0.12464498567733574,28,47.340312213365465,0.35987334607862775,65.11114053329175
719,37.60451286199112,uniform,3,4,0.8447525962703142,0.26187394849083023,26,42.1787026166853,0.25987334638757115,70.37496262290048
1307,37.637131965888194,one_point,3,2,0.892372940145544,0.24739416684017468,30,50.596196466930046,0.29987334639481655,62.01532608433972
1430,37.71439897680323,one_point,4,4,0.8823942130160125,0.22299537099843225,30,49.25692376333518,0.3598733462661758,63.526399820808344
659,37.72468940418899,two_point,3,2,0.8230720738541845,0.21813132676100797,22,47.20641690026576,0.29987334712562147,65.6677779651756
1420,37.78302202089257,one_point,3,4,0.886618699062872,0.2319467934451894,30,55.68160765555681,0.2798733463068376,57.38758506081405
1713,37.80426506108923,one_point,3,2,0.8794068045041512,0.23811309282853163,30,52.66921699413267,0.21987334605005646,60.52370484308496
1639,37.82103779728437,two_point,3,2,0.8982579760364984,0.2562204021870008,30,40.57750716733645,0.2598733471563429,72.62573287736032
